,0
47,@RNSanodiya @SriPundrik Media ka kaam h bhaukanaa to usko uskaaa kaam krne do hmara kaam h bapujii ko mananaa to hm… https://t.co/cAcrv3AqPc
48,@KhushiSengar2 @Chinmayananda Niradhaar hii faislaa sunayaaa gaya #BoloGuruji
49,@technicalgruji @YouTube #Bologuruji  Redmi note 5pro me new full screen vala update kab ayega plz batana jarur
50,#Bologuruji मुछ भी हटा दो गुरुजी ओइसे ये लुक बहुत किलर लग रहा जय हिंद जय भारत https://t.co/wAL2ImsLQ0
51,"@TechnicalGuruji Asus ROG phone ke bare me video banaiye please... Love you as technology Master I never Missed your video 
#BoloGuruji"
52,@TechnicalGuruji Bhai best phones of all ranges ki video kb aa rhi h aapne bola tha ki m jldi hi next video leke aa… https://t.co/VbCXxbhjMY
53,"@TechnicalGuruji ye look suite nei kiya😫😫😫😫😫
Btw @emNikhil bhai looking hot😎❤️
#technicalguruji #mumbaikarnikhil… https://t.co/4sbi6hFiyc"
54,@PoonamThakur111 @Shankaracarya36 Satyaaa kii jeet awashyaaa hogiii #BoloGuruji
55,@TechnicalGuruji bhai hogaya @emNikhil bhai ke vlog mein dikh gaya😂😂😂 bohat sahi lag rahe ho.....love u both… https://t.co/ZlUnoupDD5
56,"#Bologuruji 
@TechnicalGuruji 
What's About The Collaboration like This...Like And RT if you Agree.🔥🔥🎊🎊🎉🎉🏎️💨💨🎊🎊 https://t.co/I5YchmEkP3"
57,"#Bologuruji Bhaiya ji kya kisi file ko bar-bar share karne se uski quality kharab ho jati hai kya????
kisme sabse j… https://t.co/xPgEyA6KjV"
58,"@TechnicalGuruji @YouTubeIndia Mooche Ho Toh Gaurav Chaudhary urf Technical Guruji Jaise Ho, Warna Na Ho... @gaura… https://t.co/tiXe2CFNiq"
59,@TechnicalGuruji #bologuruji sir app jo pehle chote youtubers ko promote krte the na apne channel pe unki video upl… https://t.co/axnvNFMAhx
60,@AsaramBapuJi Bapujii aapke saanidhyaaa me bitaye huye wo din bahut yaad aate h #BoloGuruji
61,@TechnicalGuruji Bhaiya aap udaipur rajasthan bhi meetup kro..Aapse milne ke bahut iccha h.. #bologuruji
62,RT @TechnicalGuruji: #78 Sunday Tech Masala - USA Edition #BoloGuruji https://t.co/TwfCFFZjKV via @YouTubeIndia
63,"Q. Gaurav bhaya aapne aaj tak jitne bhi content YouTube par upload kiye he vo sbhi apke pas store kiye hue he kya ?
#Bologuruji"
64,"#BoloGuruji make a on how can 
The students use internet for study or to make study interesting ?"
65,#Bologuruji Gaurav bhai kya phone Ko update krne se phone dhire dhire slow ho jata hai ??
66,"RT @Kapil71981917: @TechnicalGuruji 
Dikh Gaye aap 
Plzz reply Karna.
#BoloGuruji 
#mumbiker nikhil https://t.co/ZUZwjvLuzt"
67,"#Bologuruji
Gaurav Bhai aap kabhi bhi ques pick nahi karte iss baar karlena 
Choose 1:
BMW or Audi
Samsung or Onepl… https://t.co/c4nyqDiOS1"
68,"#bologuruji #technicalguruji
please choose my #question 🤔  what is a #facebook  #poke 😟 meaning please #answer mi 🤔🤔🤔🤔🤔🤔"
69,#Bologuruji hi
70,#BoloGuruji kya humai S10 k liye wait karna chahiye ya note 9 laina chaiye
71,"@TechnicalGuruji #BoloGuruji sir koi new idea hai, online shopping store startup k liye"
72,"@TechnicalGuruji #Bologuruji Gaurav bhai my budget is 65000 and I want your suggestion to help me out, I want an al… https://t.co/5B3CCFvzsO"
73,"RT @Dkabir0: #BoloGuruji what's your think about this👇👇 topic, you should be make a youtube video it. You can do it.
#WarAgainstDowry will…"
74,"Tech me thoda non tech. 
Bahot hua mobile evolution
Ab hoga beard evolution
Looking great guruji
#beardman… https://t.co/1Bz7hmcx11"
75,#Bologuruji guruji kya shave krne ke Baad aapka iPhone X ka facelock khula tha ka
76,@TechnicalGuruji #BoloGuruji https://t.co/XBsp9kOZIq
77,"@TechnicalGuruji 
Dikh Gaye aap 
Plzz reply Karna.
#BoloGuruji 
#mumbiker nikhil https://t.co/ZUZwjvLuzt"
78,"Teacher: Iss muhaavre ka udaahran do

‘Begaani shaadi mein Abdullah deewana’

Chantu: Hindustaaniyon ka raat bhar j… https://t.co/AOIyzi1e0z"
79,Hi guruji bohot ache lag rahe ho iss naye look mein.Mera sawal hai ki Mi A2 India mein kab aur kis price mein aayga… https://t.co/jR4xgTxx8r
80,#Jio has launches their latest plans with 5GB per day https://t.co/TbFHcd6iZi check it out #YouTube #Bologuruji… https://t.co/HFFas31IqN
81,"@TechnicalGuruji #BoloGuruji Gaurav bhaiyya batao, 
Samsung Galaxy J8 or Redmi note5 pro.. Konsa kharide?
Aur saath… https://t.co/NOaV1sA3Pm"
82,I liked a @YouTube video https://t.co/ritVGcQGNk #78 Sunday Tech Masala - USA Edition #BoloGuruji
83,@AdilAkh14018608 Ar sir maine to #Kathua ki bhi ninda ki aur #BoloGuruji #Asaram ki bhi aur #unnav ki bhi to plz aa… https://t.co/w7TYJtx45E
84,"gaurav bhiya kay aapko lagta hai Electronics Engineering ka Future hai 
Robot ki vajase.
aur aap new look mai badhi… https://t.co/eMs8mVvCVx"
85,@TechnicalGuruji bhai aapne tech talks ke website Bata do please bilkul sach sach or saare(all websites)#BoloGuruji
86,#Bologuruji HII BRO. I AM SUBSCRIBED YOUR CHANNEL WHEN YOU HAVE 500K+ SUB'S. AND MY QUESTION IS I AM A STUTTERED PE… https://t.co/ohv1SDXX4w
87,"@TechnicalGuruji #Bologuruji 3000 se 4000 ke budget me printer mil sekta he kya, aur uska ek review de do plz... Au… https://t.co/E9orYNwe8G"
88,@TechnicalGuruji #BoloGuruji Gaurav Bhaiya aapne bataya tha ki aap apne saare mobile aur smartphones ki collection… https://t.co/Ng6JjxHBdy
89,"#BoloGuruji
GauravBhaiya Kya apko programming Language ati hai kya ?
Ha to konsi ?
Usase Apne Kya Kya Develope Kiya… https://t.co/gBzKqbbQ7S"
90,@BjpBiplab kitna MBPS Tha sir ? maha Bharat ka Internet Speed? @speedtest  bhi tha kya us samay ? Check kiya tha ar… https://t.co/w2JSjIwym7
91,#bologuruji  bhai hello what's up pick my question bhai it's what's android go please tell me
92,@TechnicalGuruji #Bologuruji sir ap jo bolte hai ki mujhe sir mat bolo ham vo apko respect dete hai because u deser… https://t.co/q8ZahW4nvL
93,"@TechnicalGuruji #BoloGuruji aap mujhe iphone 6 kab dene wale ho😑
Giveaway me to nahi mila almost 5 giveaways mein… https://t.co/Zkmlu6AMXH"
94,I liked a @YouTube video https://t.co/QrS4QlWxom #78 Sunday Tech Masala - USA Edition #BoloGuruji
95,#NewLook @TechnicalGuruji #beared #shave #REVEALED #Bologuruji #FirstTimeOnCamera #AfterShave https://t.co/on9MCMS9Qs
96,I want to purchase a samsung phone from dubai for use in India.Will it work in India? What will be the procedure fo… https://t.co/WweEsVyyYG
