,0
468,100 lashes if anyone fought in the name of religion 😄 #AskMalishka https://t.co/RZV6t7srfi
469,@DearSirCasm When I was one of the representatives from India for the first global twitter video relay… https://t.co/7wiEeFFVS0
470,Hmmmm... Thankyou and  I totally believe you:)See you at the studio sometime. I’ll bring g a lollipop😘😘😘… https://t.co/Mt3XY656wZ
471,See? @TheJohnAbraham and I are the ‘ Practise what you preach’ types:) #AskMalishka https://t.co/jaFmnPYvb8
472,I’m so glad you asked 😎 Ab media helmet mein photo toh nahi legi... so we posed. Coming up a picture of  one from t… https://t.co/A1Ny0GrB0u
473,Only Shahrukh Khan I believe! @iamsrk #AskMalishka https://t.co/bzjGmw5hJD
474,On-air it’s ‘aaichya chappalchi shappat’ off-air: these moo foo ka choo choos(and it’s not a gaali:) #AskMalishka https://t.co/t5wB0fMyda
475,@rjrishikapoor @RedFM_Mumbai @RedFMIndia #AskMalishka I wanted to be an astronaut! but you remember we learnt in sc… https://t.co/g4RiABMlPO
476,It’s awesome Richa! I remember speaking to you about it a couple of years back. You were so encouraging even  then.… https://t.co/0iJx7IoDgZ
477,To be fierce and to make up Their own minds. The world is changing for us. Work with it:) Thanks Abhimanyu😘… https://t.co/Zqmfknkwfj
478,#AskRedFM ;) #AskMalishka https://t.co/sEoW9jFVSZ
479,This is a tough one... I like that you think my occupation is acting. I hope it really also is someday but I love b… https://t.co/4Wsz2XHlHl
480,@SureshGehlot291 #AskMalishka chicken curry rice and prawn curry rice! slurp! #MalishkaKoMattSunn
481,@IamMu9neer #AskMalishka @iamsrk  DDLJ for sure! give me a naughty Punjabi boy any day! #MalishkaKoMattSunn
482,Yes and yes. Get your base here Bwoy:) 😎 #AskMalishka https://t.co/pn52Q2Zjp0
483,"@Singhstaraakas1 #AskMalishka Nariyal paani always, helps with water retention ;)"
484,A very wonderful one:) plus I have the @malishkakeboys woh toh mere Raja beta hain😂😂😂 #AskMalishka https://t.co/7KzDA3x0AO
485,I would love first to do that film that will take me to the Oscars. Shuruaat toh Ho chuki hai😈 #AskMalishka https://t.co/lOmDPZSlGD
486,It’s never a one day place. Radio is great fun and hard work and passion-filled. A day would never do it:)… https://t.co/MWd0kKlu1a
487,@parisankhala Feel privileged to be an inspiration for one of the most inspiring actresses and then to share screen… https://t.co/tmqaBQXgtG
488,After the whole Swachch Bharat Abhiyaan nobody looks like a privileged brat for telling somebody the right thing to… https://t.co/v4rcxpIjxz
489,"Sorpotel and sannas. In Goa, that secret spot in the cove where the dolphins come:) It’s beautiful. https://t.co/7eqWMsV0vy"
490,Every year we go to this secluded church by the sea and sing and eat puranpolis with the people who live in the sma… https://t.co/jSDIdomoCe
491,@TheWittySingh #AskMalishka today evening! stay glued to @RedFMIndia #MalishkaKoMattSunn
492,Always the beach. Preferably 30 metres deep in the ocean. #AskMalishka https://t.co/VZxt8KHVBH
493,Do exactly that. Tell them nicely :) If they don’t listen send them a ticket to travel outside ;) Esp Sri Lanka!  I… https://t.co/48GnEvsxjZ
494,Coz they are brave at heart ... T’was Gryffindor from the start. #AskMalishka  ❤️ https://t.co/PahVPlHEQI
495,Yes and you don’t even have to win a pressure cooker before we meet 😘 #AskMaishka https://t.co/TeRgACpZ8t
496,To go diving asap:) #AskMalishka https://t.co/eIfYIrjVNl
497,I do have Girlzes actually. They just are called by different names 😎 https://t.co/pVlBd1Kfhm
498,Ok we’re starting this now :) #AskMalishka https://t.co/ZvJc2wyHrl
499,"RT @RedFM_Mumbai: Guys, whatever you’ve always wanted to know about #MumbaiKiRani, here’s your chance. Malishka will answer all your questi…"
500,2 pm ko we start. Shoot:) https://t.co/ziPpExyEFm
501,"Thanks Yo #directorsahab 👍🤩🤩🤩#EntertainmentkiRaat . What a spotter you are:)  Hoarding ka bhi, Talent ka bhi😜 https://t.co/Vq2uhxormA"
502,काय बोलू मी आता !!! ;) #MalishkaKoMattSunn https://t.co/5H2EedT975
503,Hahaha look at that monkey of mine bombing the background 😄😄😄 @malishkakeboys https://t.co/iKgxWpEmzt
504,You’re so cool Varun ARora:) DM ya your number @malishkakeboys https://t.co/DO99qmPCKf
505,"Bright sunlight. gateway of India, these boys From Gujrat and Mumbai Ki Nayi Dhunn : #Malishkakomattsunn https://t.co/K5QxLDw214"
506,"In a marvellous stroke of as-fate-would-have it , I got to play Kancha or goti or marbles whatever you may call it… https://t.co/Jb6IERy0Iy"
507,She was doing better than that;) You night spot her around Churchgate tomorrow! #MalishkaKoMattSunn to find out 😜 https://t.co/UT1J8aE55e
508,Here she is the 70 year old lady who asked for help with #Aadhaar @redfmindia https://t.co/8znFoBvlpE #MalishkaKoMattSunn
509,Thanks S.K. Never been happier to hear someone say #MalishkaKoMattSunn :) @ShraddhaKapoor https://t.co/PqFTJhWVja
510,Yayyyy... Faye you’re bae. Let’s do this. Also #MalishkaKoMattSunn :) https://t.co/7xHzP7SRVU
511,A 70 year old bedridden woman wants to know how and who will get her Aadhaar done. She called ‘Her’ Malishka 😊… https://t.co/L17lLlqvGv
512,That’s fab! Thankyou. https://t.co/kOCmzCrubm
513,Super Sanket:) https://t.co/nNcuYpwyV1
514,#NewProfilePic https://t.co/Ta5W58Mrmr
515,My favourite Sardar and magician! Paaji Did you whip that rickshaw up by magic? Are you listening to the poster?:? https://t.co/swi6Kj3diU
516,Totally Retweetable 😘 Thanks:) https://t.co/8aNZNZPZEr
517,True na?:) https://t.co/9P8GhWtFcu
518,How crazy na ? Your own radio station says #MalishkaKoMattSunn!😄😄😄 Baakiyon ke pass phir Bacha hi kya hai bolneko!… https://t.co/I0WXUEfczT
519,"Yayyy to that and He gives away the best prizes, this Kapoor does 👍👍👍💥💥💥💃💃💃❤️❤️❤️ Do this asap. Keep one aside for… https://t.co/XIkDeFVUey"
520,Shucks I wanna participate in this but seeing that the contest is mine 🙄 I won’t. You totally should though. Go for… https://t.co/ZDHqwgdP09
521,Thankyou Ashwini . Smart nahi banana hai toh #MalishkaKoMattSunn 😈 https://t.co/KbKumFvRxX
522,Thanks Mumbai. This campaign is not about Malishka. If you think about it it is All about our city #Mumbai!  The co… https://t.co/ODf5nR5nW0
523,So #MalishkaKoMattSunn is trending in Mumbai! Thanks for the Love. She really is yours. I have very little to keep… https://t.co/DcWsxwAwCu
524,Almost a month back Abhay wrote to me on my FB page Mymalishka.He said he wanted to stop a kidnapping from happenin… https://t.co/TZqvJapSsQ
525,Awww your grandmother watched Sulu and liked?:) Give her my love. @sureshtriveni look what you’ve done :)… https://t.co/FeeFNg6c6Y
526,I wanna win on your show Kapoor :) https://t.co/lf9y6agVQI
527,Super duper https://t.co/7t6oDW4ZJO
528,RT @RedFM_Mumbai: Don't be disheartened. We will come back with another contest tomorrow morning &amp; you can win passes to @SunburnFestival.…
529,Thanks Pooja:) #MalishkaKoMattSunn https://t.co/hIab5FUVg9
530,Thanks Yaar :) You got this one spot on! #MalishkaKoMattSunn https://t.co/17lw9MlntS
531,Whoa! How many of you agree with this article? Read and see. https://t.co/7zDYRMZbgm
532,Ab toh hoardings bhi laga diye poore Mumbai mein @RedFMIndia ne! Ab kya hoga??!! 😈 https://t.co/zb4IYQieH6
533,Thankyou Joi🙏🏽❤️and also to the innumerable peeps who send me photos of this hoarding:Thankyou for not listening to… https://t.co/pn8eGjq91c
534,Ooh Judgemental Judy who also stalks my reading habits apparently😇 ! Get off the high horse Love. I’m sure the righ… https://t.co/OHXtosA4Ba
535,....Also coz I never got called to be told what they did with my tax money but I just got called to ask if I’d paid… https://t.co/oPSDRodPwF
536,They call from the I.T office to ask how much Advance Tax have you paid?? Why would I tell somebody on the phone th… https://t.co/kydLlYH74R
537,Listening to my show on the radio? I am listening right now @RedFMIndia. It says #MalishkaKoMattSunn . This eve you… https://t.co/8EJioY7Ifz
538,Thanks Aamir:) https://t.co/zb4IYQzQ5G
539,Thanks love:) @RedFMIndia https://t.co/pxiHIK9e9F
540,RT @TPoojari01: Jaab Bachaa Bachaa  Mumbai Mai Bole #MalishkaKoMattSunn @mymalishka meetusharma @ankitpj… https://t.co/cCS8IALw2l
541,@VickyRatnani Thankyou  Vicky. Now let’s eat 😈
542,Thanks Vicky.Always a pleasure . Khaana kab khila rahe Ho. https://t.co/N3SmfyViSo
543,Ye toh hamare DNA mein hai... magar Shaher ke lots of hoardings par bhi! Bataao are you one of those who will have… https://t.co/GRF0aI5tnB
544,"RT @TPoojari01: Bold and Beautiful @mymalishka #hoardings across Mumbai! #MalishkaKoMattSunn
If you see one on… https://t.co/XMIwTju9dB"
545,You too R.D ??? https://t.co/HKomhEf0NJ
546,@DeathEndsFun @ranjona @DilliDurAst You got the whole film industry to say #MalishkakoMattSunn?? With a dang hashta… https://t.co/pvuuofPcpN
547,They got the whole Film Industry to say #MalishkakoMattSunn?? With a dang hashtag??!! What on earth!!
548,Hmmmmmmm. https://t.co/3fkgrAlH9G
549,On SO many levels. 🤩👍👍👍 https://t.co/zh0MbRT1TS
550,Congrats to @AnushkaSharma and @imVkohli . What a beautiful couple you make! https://t.co/Ss5VFOOodI
551,😳 https://t.co/i7FWjp6OSk
552,Et Tu Brutus??? 😳 https://t.co/WtD1thFEj0
553,"You, Sir, were a revelation on that show! I watched the whole episode yesterday and you are howlarious!!😂😂😂Thankyou… https://t.co/gv3lrOUmlK"
554,I was there yaar!! In the end doing the Rap!:) @ColorsTV there was missing;) https://t.co/CVuMr2IwUH
555,RT @ColorsTV: @TheRaghav_Juyal &amp; @punitjpathak have a ball troubling @BalrajSyal! Tune in to catch all the action on #EntertainmentKiRaat!…
556,Here @i4ira I wasn’t kidding. I am in a jhagmagg dress outside doing an interview for your radio station while my f… https://t.co/h8XHUDOBuW
557,WHAAAA??? You got celebs to say they shouldnt listen to me??? What if people take it seriously??😳 Come on Big Boss… https://t.co/EY7jHUQ5E2
558,Faaaa-hiiii-nally! Promise me you will hoot out loud when you see me on screen?😜 I’m sure you will love it. https://t.co/v1HMLoBvjG
559,What the what??? Is this like a ‘killing her softly’ kind of Farewell?? It was playing on my show all morn! I’m get… https://t.co/9vDDjd3rfa
560,A wonderful award to take back home  alongside some mighty women.Category: Mental Toughness. So many exemplary wome… https://t.co/sjGCqjYnQU
561,This is the most beautiful thing I’ve seen today. Can I make it my DP??!! https://t.co/oetjCzGZfL
562,Dear Director Sahab @sureshtriveni your dream also fanned mine so Thankyou and congrats on the anniversary of the s… https://t.co/fg5WZP2iR1
563,"Congrats @MissMalini . Malini, I will always remember you as resourceful, bright and the kind of person that would… https://t.co/N4HutQLfy7"
564,🙏🏽💥💥💥 https://t.co/JDpff0i0UI
565,Thankyou @reebokindia for this honour among such amazing women! #FitToFightAwards I loved telling my story!… https://t.co/k5Y4zEgB7F
566,Such a fab-looking And feeling event! Can’t believe I’m going to be on that stage receiving an award with some wond… https://t.co/KsmU8U4iZ5
567,What’s cookin’ between @RanveerOfficial @fayedsouza and me ;) This never seen before footage... and lots to be prou… https://t.co/TADeVQZcTG
568,RT @fayedsouza: With my soul sister @mymalishka! We now share a page in the new @GraziaIndia as the Coolest in 2017! Good company to be in!…
569,😘 kiti aho prem 🙏🏽 https://t.co/bHCNav06my
570,As she sets her hair I sit by her side. We’re both on that #CoolList side by side. @fayedsouza it’s so bang on and… https://t.co/qNFy0lyjdM
571,Such a couple of entertaining episodes coming your way this weekend on #EntertainmentKiRaat @ColorsTV . Just such a… https://t.co/uqxzOSBghi
572,Thankyou Deah:) That is so sweet that you enjoy the show:) Guroor Entertainment mein nahi hota behen ;) 😘 https://t.co/0Tb6f4UXSS
573,When my main Man @slimshetty meets the Bride @bharti_lalli post her wedding reception and on his birthday!😂😂😂 What… https://t.co/uNIwtiv5r3
574,Kaneeeeeeez Always! I love hanging with you in my balcony and getting you to eat strange stuff and discussing every… https://t.co/ySW8MY9pdA
575,"RT @TSeries: Bring out the fireworks!🎇🎆
3 awards tonight for #TumhariSulu at the #StarScreenAwards.
Best Debut Director: @sureshtriveni🏆
Be…"
576,This #BhartiKiBaraat is the best. #Goa @slimshetty @bharti_lalli https://t.co/8HERlFs1RV
577,This dress brings presents on it also a presence in it... watch to find out which fuljhadi comes out of the skirt 🤪… https://t.co/AiV8ZpBt4X
578,Wowowow @sureshtriveni get used to it. You really do deserve it. The joy in my voice at the 1st screening remember?… https://t.co/Zn4FOnu8jT
579,RT @ColorsTV: .@PulkitSamrat shares the naughtiest thing he has ever done during his schooling days. Watch #EntertainmentKiRaat right now t…
580,Bataaao!Mehendi time  #BhartiKiBaarat in GOA... it’s Punjab.  #rightnow @slimshetty #sanayairani https://t.co/zs1YrWVIDQ
581,#Bestpicofthenight Poolwaale Dulhaniya ke jaayenge;) The water Dance coz paani mein har koi feather Ho jaata hai😘… https://t.co/6XTV7vKp61
582,And only this medium can do it! How beautiful! More power. 👍 Great one Kapoor:) The man blesses you I’m sure❤️… https://t.co/l3vWCWLeIJ
583,Gaurav took heroin all night and went to write his Architechture exam and fell asleep for 6 hours!! Who is he today… https://t.co/dgijndn7sq
584,"Coming up: a National level debater, State level Cricketer and prof choreographer and how Drugs changed his life. N… https://t.co/zH8VtM74JA"
585,RT @PulkitSamrat: Hahaha!! Insane madness Malishkaaaaaaa!! #EntertainmentKiRaat https://t.co/DhwHc8lud8
586,That is God-sent! Amazing. 💃💃💃 https://t.co/MKCUZgrPcd
587,Awesome! awesome story guys!  Hey Kapoor tell us the full story yaar. How many people offered him jobs? Tell peeps… https://t.co/12ZtGA5ARj
588,Shaadi Mubarak @bharti_lalli and Haarsh! Malishka Talks to Laughter Queen Bharti #red #bajaateraho #fun #comedy… https://t.co/bjO8nQPzn5
589,This is our new show that I was talking about!Its 1st TRP is out and it’s doing a number 1 in its time slot and thi… https://t.co/PJfzge9mKB
590,Also I love you V. B .😘😘😘 https://t.co/2rmQE2XGdP
591,OMG! What a wonderful start. Congratulations Team #EntertainmentKiRaat and thanks for all the support People of the… https://t.co/uvKFGNCkXo
592,😘 Thankyou much much :) https://t.co/q4sCvjuFNi
593,https://t.co/FnS7VvSWlS  Success zhaala aho:) Thanks for this one. Full confidence-giver:)
594,#EntertainmentKiRaat this Sunday at 10 pm on @ColorsTV . Thanks @Norafatehi for loving me in #TumhariSulu down to t… https://t.co/rVbjgKGFEd
595,Thankyou G!! I knew you would love it for more than one reason. Glad to be one of them 😘 Aur apni Vid-yayyyy toh ha… https://t.co/ZptNy4eLMX
596,You Go Bwoyyy;) Thanks Dhrumil. Majja Ni life ;) https://t.co/JxxyI2thqz
597,Thankyou Kapil. That’s such solid trust 👍❤️❤️❤️ https://t.co/3x06lRGIcB
598,"RT @ColorsTV: Catch @mymalishka in conversation with @humasqureshi, @M_Raj03 &amp; @Jhulan_Goswami, tonight at 10 PM on #EntertainmentKiRaat. h…"
599,😘😘😘😘😘😘😘😘😘 https://t.co/1gENQO4RJy
600,You are very kind :) Also very observant with your kaans:) Thanks yaa. Tell us when you watch ok? https://t.co/PMSF4PCyBR
601,Bangalore?? Thanks @RedFMIndia #Bangalore . You pls do watch asap yaa. I think you will love love love it. ❤️and no… https://t.co/yFocSpTu75
602,Make a commitment to be kind to all kinds this morning. Good morning. https://t.co/X2RJd4KiVF
603,I’d beat them up too! This would be a worthy cause. Asses. Thanks @TheJohnAbraham for speaking to me in a heartbeat… https://t.co/UYae7tgaes
604,"Whoa! The weekend’s here and it’s time for entertainment, entertainment #EntertainmentKiRaat ;) What’s more enterta… https://t.co/MfNCiv4tkG"
605,I love doing this! What wonderful people I meet and you meet through us on #EntertainmentkiRaat. Don’t miss this ep… https://t.co/2CTw4kH1wo
606,The weekend is here and so is #Tumhari Sulu ! A glimpse of Radio Wow where @vidya_balan gets her first job as a nig… https://t.co/VIc3UDCNtv
607,DON’T HURT ANIMALS!Heck don’t hurt humans either but how can u hurt something that is powerless to hurt you?Inhabit… https://t.co/0aOlPoBUfr
608,When director loves what actor is doing😁Pls meet my pikchur ke director sahab @sureshtriveni . The man who gave us… https://t.co/76hh7tnzJ1
609,"Wah wah wah Kapoor! You killed it! Dancing, fitness aur kya kya! You might be the prettiest Jock @RedFM_Mumbai Mumb… https://t.co/KdrizdGI7G"
610,RT @amtmindia: Thank you @somitapal @SaritaTanwar @mymalishka do come to meet champion ! Kindness still alive https://t.co/CuRUwdIeoF
611,Since people on Insta loved this #BEHINDTHESCENES #TUMHARISULU video so much... I think you should watch too again;… https://t.co/JrSU1YoHnm
612,Albeli Anjali Speaking to Sulu after the 1st weekend of bumper reports about #tumhariSulu. Ye Chembur Ki ladki har… https://t.co/psGFG6Vezr
613,@KarishmaWrites You have to ask whether they miss holding hands and then you forward this pic to them. Make sure th… https://t.co/Ymfo1YgyDu
614,"Best life hack I’ve seen in a while!😜Don’t forget to ask ur significant other whether he /she misses you very much,… https://t.co/0eyDqunx0m"
615,Spent the night(that’s how shoots work😈)with these magnificent women who make our country so proud and inspire litt… https://t.co/aek9rIxD4v
616,Thankyou Pranay for noticing:) That’s a very confident compliment too. Of course you will see more of me:) We were… https://t.co/n3ac7jXziK
617,"RT @RedFMIndia: .@vidya_balan​ reveals a funny story about the time when she lived in Chembur!
#BollywoodKoPhoneCall with @mymalishka​ #Tum…"
618,Yes been trying to get in touch with Afroz  too! I wish he would talk to me. @RedFMIndia https://t.co/14e83F6Dzc
619,When did we become so cruel? Pls help this fella. And if you see a dog in need be a friend indeed. They are the bes… https://t.co/Ja6Yk7Hw9f
620,Hello Sulu?                                               Hello Albeli.… https://t.co/8i960NoxOe
621,RT @ColorsTV: Watch @NehaDhupia and @vidya_balan in conversation with @mymalishka tonight at 10 PM on #EntertainmentKiRaat. @tweetfromRaghu…
622,Yassssss!!! Awesome no? Thanks for making the watching for a 3rd time so much fun!!! https://t.co/bM1rgo80uE
623,16 of my peeps are watching it in a dhamaaal old school theatre with popcorn at traditional rates! Aise hoti hai sc… https://t.co/qavQD60l0A
624,"Now that our baby #tumharisulu is soaring , let’s dance! 💃💃💃 A fun Behind-the-Scenes that translated into a thing o… https://t.co/FZZDHUtUbh"
625,Tonight @vidya_balan and @NehaDhupia join me on the show! Come watch @ColorsTV at 10 pm. https://t.co/AB5gQ73Bjg
626,Take a minute every day to be proud of yourself and take a moment to be thankful. Make it a habit and you will crea… https://t.co/EZ3AgJfaje
627,You just love me Amogh:) Thankyou😘 https://t.co/B24AJ6XN27
628,"RT @ColorsTV: Welcoming our guests for tonight on #EntertainmentKiRaat, @zareen_khan &amp; @harbhajan_singh! RT if you're loving the madness! @…"
629,Wish us luck:) https://t.co/ORF00Loh9I
630,"Read Sulu style husky : Hello... aapki Raaton ko jagaane , aapke sapnon ko Sajaane , Main Mallu... EntertainmentkiR… https://t.co/YWR1c2tyVn"
631,RT @_ravidubey: New beginnings always make me nervous it’s a childhood thing ..send us your love and power #EntertainmentKiraat #starts #to…
632,One journey of a film #tumharisulu is out there for you. Another one begins tonight on tv! Catch @vidya_balan and… https://t.co/KIP9uMerdQ
633,Mantraxxxx you pls go watch asap. Trupti is a bomb as the taxi Driver. Aur main toh hoon hi ;) https://t.co/K4uaLDO78c
634,Awwww! Thankyou Viji:) It’s an honour to make my debut with this one:) and I can imagine you going nuts when I appe… https://t.co/kkwMw6Oht2
635,Thankyouuuu Raja. Always love to read what you write. Thanks for loving our Sulu n for wanting more of me😘 So proud… https://t.co/ZJ0Q4CQnDB
636,Thankyou Harish:) So glad you liked❤️ https://t.co/7QEmojy09M
637,Thankyou Kubbra:) It was awesome to see Introducing Me to me too!! 😘Glad you loved #tumharisulu https://t.co/hub0lapYMW
638,Pic 1:Dekh Sulu lips par Dal toh nahi lagi?                                                             Pic 2:Lagi… https://t.co/GLNSPBg4ZE
639,Aiyya! #tumharisulu ka jhakkas review and I’m mentioned too in Raapchik Bhai’s review! Also 1/2 tapli extra!!Listen. https://t.co/yAkBj6fqbx
640,Tahnkyou And always! https://t.co/t5m2Zl1R4z
641,"OMG! You have to watch @vidya_balan and me exchange roles on this fun, impromptu interview that Sulu does with me!… https://t.co/9YhHQyHY4y"
642,"My listeners, my strength come into my studio @RedFMIndia for a #starsesetting with me before #tumharisulu. It’s tr… https://t.co/Tlrs5KmOpa"
643,You mussst! https://t.co/VGuQjS2xqr
644,Best day to be on Radio today @RedFMIndia 😎So much love n good wishes pouring in for #TumhariSulu. Also this week… https://t.co/IHMl2yES2L
645,Paniaaaa! You loved the film I see! You have noticed every nuance in #tumharisulu:) Thankyou Doll for all your appr… https://t.co/vl2Ocjyx1t
646,"Sulu, Albeli Anjali and the bomb @fayedsouza @MirrorNow talking about all things that matter. Also on FB LIVE! That… https://t.co/D74xSeOfRY"
647,With ma soul sister @fayedsouza ( @MirrorNow and on FB LIVE a few minutes back)with Vidya Balan... pic coming soon.… https://t.co/KRWw2hz5tZ
648,Thor!! Iss baar baal Dhobi ghat par nahi dhoye;) Thankyou. Go see #tumharisulu soon:) https://t.co/meSENSmOex
649,RT @fayedsouza: Dynamite woman @vidya_balan and rockstar @mymalishka really looking forward to meeting you both! https://t.co/76bVwb8Yer
650,"Faye, Faye I’m on the way to meet you. @fayedsouza Thankyou for having a debutante (me) and My Star  @vidya_balan o… https://t.co/Wbon5CCaFW"
651,Thankyou Ram. So wonderful to hear all of this from you. https://t.co/mgk6Mc4vAW
652,Adittttiiiii I remember telling you about it too in our sacred space ;) Thanks much much 😘 https://t.co/klJ131NRlk
653,Thankyou Anna:) I hope you watch it fattafatt. Think you’ll love it. https://t.co/k5no3WUNWe
654,#NewProfilePic https://t.co/sHTdXqxDGq
655,Thankyou Saiyami :) #TumhariSulu https://t.co/wyUcpWoTBk
656,Aaaaaah Aahana! I cannot say Thankyou enough for the way you made me feel last eve and NOW on Twitter. You are all… https://t.co/XVT7ZPv6YW
657,Thankyou Vivek :) I’m melting inside ❤️ of Khushi :) https://t.co/ET16V1weCI
658,Thanks Bakshi. When are you watching it?:) Neighbour heroine hai bataao;) https://t.co/rSV69mqVaN
659,Thankyou @HrishiKay . This one’s also for our Radio peeps! 😘 https://t.co/ur5ab0Qmmi
660,Isssssshhhh!! Thankyou so much!! Aapne bol diya ab kya chahiye 😜🙏🏽 https://t.co/MFav0vFYyR
661,Thankyou to each and evvvvery one who came to today’s screening and for loving our film #Tumhari Sulu . It means so… https://t.co/ieWRu0A5Gg
662,"RT @ColorsTV: .@mymalishka, @tweetfromRaghu and @BalrajSyal turn the table by interviewing the media for a change at the #EntertainmentKiRa…"
663,"RT @ColorsTV: Who is the entertainer of your group? Use #MyEntertainment and tag them in the comments below. #EntertainmentKiRaat 
@mymalis…"
664,Come on Boys and girls:)Let’s do this!  It’s a fun Wednesday.  बताओ .... # EntertainmentkiRaat https://t.co/Cd4FWqBXvy
665,"Thanks Alok;)  Always, Your Malishka😈😘 https://t.co/X0uhN3zg3B"
666,"All in a day’s work! Sulu, Sunny,TV Bahus n  @DhinchakPooja #EntertainmentkiRaat on MY New Show on 💃💃💃 @ColorsTV co… https://t.co/VkXlZLjZ1C"
667,Woohoo ! https://t.co/oTZOTIvz5w
668,Thankyou Aahana:) 😘 https://t.co/rqxweYlVEf
669,Keep an eye out for this dude I. The film. So funny. https://t.co/2tAtu2FT6h
670,On the #GreatIndianLaughterChallenge last night with @vidya_balan promoting our film #TumhariSulu and also rooting… https://t.co/wE2l0Sla6B
671,RT @umeedforanimals: Our rice stocks are running low! 🍚 urgent call for help for your furry friends 🐶 🍚donate rice! Contact us. #AdoptDontS…
672,"Everyday I lose faith in humanity a bit. We kill, we rape, we plunder our land, hurt people and animals...then Ever… https://t.co/XRz55Jl3YY"
673,"This for all the PR,MKtg, Sales peeps: if it has got to do with something you want to do on the radio station(advts… https://t.co/yUKT6OCOEZ"
674,I’m changing that to that’s why I’m your friend 😜 Also take kissy 😘 and pls want it. 😇 https://t.co/wtDweJvHdK
675,You know Kim I read the header and said ‘Wow’ n then realised YOU wrote it!! That’s why you’re my friend see! You g… https://t.co/tfsOaZ3wVS
676,Whoa ! It’s not just Twitter then. Lotsa people changing their characters 👍Good one! https://t.co/vtasD9lJPQ
677,Kakarrrr! Kakarrr! Clap clap clap. Full mazza :) All the best to us. https://t.co/jmp9Ag44Hx
678,Awwww someone noticed my crossed eyes;) Thanks Yaaa. https://t.co/utLpzbOSTh
679,Show off! 😄 https://t.co/9QruYEr3E0
680,😈😈😈I’ll write in SONG! That should do it. https://t.co/vOxnkcbdFY
681,Tumhare Kaan kha jaane ke liye 140 characters Kaafi hain:) baakiyon ke liye zyada hai to behtar hai😈 https://t.co/DZJsAnjYMV
682,Shud I b upset that I stil haven’t got my 280 charactrs while othrs r showin off? Does @TwitterIndia stil blv that brevity is my strngth? 😈
683,"You Thor, me Valkyrie😈. So good dubbing for Thor in Hindi. Full fun:) Thanks for having us on the show :)… https://t.co/3mydBBWljK"
684,Awwww:) Is ‘t it fantastic??! https://t.co/D2mGExfksa
685,The story I’m bringing for you tomorrow morn will blow your brains! So much corruption. I can’t decide whether spor… https://t.co/Z5KP07slqo
686,On the #Noteban anniversary how does it feel a year later. Do u remember the struggle or do u remember the struggle… https://t.co/IHt7cdcD93
687,So Touching!The making of me!Thx @vidya_balan @NehaDhupia @sureshtriveni @atulkasbekar n team!Ye video MERA Dahej h… https://t.co/yfKjK8gyUs
688,Thankyou Loveleee:) 🙏🏽😇 Sab kuch karte hain chalo 😜😘😘😘 https://t.co/JNSsLEcPuu
689,Aa gayi Sulu Radio par;) Hum toh Subha ke hain ye shaam ko kaanon mein misri gholengi;) Sunna Zaroor. @rjrishikapoor https://t.co/qlkYqrpKlQ
690,Repeat : Curls for fierce girls 😈Thanks;) https://t.co/nvYjvxYGOJ
691,Thanks @GraziaIndia for recognising that curls make fun girls;) Also can’t wait to see your yearly cool list in Dec… https://t.co/byMZRN8nGe
692,Thankyou @GehnaJewellers1 . You are my number 1! https://t.co/DYllgibQ9x
693,Hmmmm! It’s not that that got Pritam to tweet is it? I wonder what happened. https://t.co/7AumnRSgpx
694,Kya hua??? https://t.co/voQg1pgsHE
695,Awww Thankyou:) but each voice had me very very impressed. https://t.co/gPRnbIV1Vo
696,RT @PeepingMoon: We are live with team #TumhariSulu @vidya_balan @NehaDhupia @mymalishka https://t.co/nUAL9dE2Yp
697,Mirror Mirror on the Wall... @vidya_balan #TumhariSulu mazzzzzaaaa. Promotions on now! https://t.co/k677momCn9
698,Promotions for #TumhariSulu on Now. @vidya_balan @NehaDhupia @tanuj_garg @EllipsisEntt @TSeries https://t.co/uVEkbm56aN
699,You are magic!I was not so sure how it would turn out when we dubbed but u and ur team MADE me Valkyrie!So proud to… https://t.co/izkjyLJW9n
700,So says hamara apna #Thor! After the first 2 mins it felt like Thor was meant to speak in Hindi!😎Thx Gaurav.… https://t.co/eZcyNWwhRF
701,#NowWatching the amazing #Thor #Ragnarok #Hindi and it’s so surreal to hear my voice on a character in the film. Su… https://t.co/tvRhaWgUMI
702,This is soo cool!! @NehaDhupia  @vidya_balan ashroo aa gaye Behen.The behind-the-scenes of the wonderful experience… https://t.co/ErO2rxwL6f
703,If ur at Mannat TODAY to catch a glimpse of SRK remember chorlog Behti Ganga mein mobile phone aur wallet Utha rahe hain.Lotsa cases.Beware.
704,National Tv par National song ko lekar Nation-wide Fajiti!!🤣  Yesterday’s bit on my show @RedFMIndia where kids san… https://t.co/jiRccL6kfD
705,"Happy Birthday @iamsrk.To another year of being a gentleman, charmer and the funnest,wittiest person I have spoken to!Live long and prosper."
706,Big shoutout 😘to 12000 residents and 600 hawkers of Kandivali Thakur village for dropping the plastic. You guys are cool af! #plasticban
707,RT @tanuj_garg: When friends come together to promote #TumhariSulu. https://t.co/F2iMq3GKKo
708,"RT @WildlifeSOS: We've written a remembrance for our beloved elephant, Mohan who passed away yesterday; https://t.co/trtx87jODv
#RestInPeac…"
