,0
715,@ronnielahiri @Imangadbedi @WeddingTimesTOI Hahahaha. Times have changed now I use hockey instead of bottle !
716,"#Repost @WeddingTimesTOI (get_repost)
・・・
""I don’t think I can find
love with another actor… https://t.co/u4bbVyVEPs"
717,"True, @Olacabs. We should keep the conversation going for the entire year https://t.co/gd8k2SUjHU"
718,"Well, Diwali is over. Hmm… Pollution? #EkDinSeKyaHotaHai 😢"
719,"#Repost @WeddingTimesTOI (get_repost)
・・・
@taapsee gives as much on screen as she holds back… https://t.co/ZBrOSVEH4B"
720,"I surely missed out learning the tradition of ‘hafta vasooli’ for Diwali, whatever happened to ‘gifts’ out of love #RunningAHouseHues"
721,@srikidambi u were outstanding! Looking forward to seeing you win the semi finals too👏🏼👏🏼👏🏼👏🏼👏🏼 #DenmarkOpen2017 #SSP
722,"#Repost @DevsB (get_repost)
・・・
In @NMhaisalkar 💖

#TaapseePannu on #KaunBanegaCrorepati Finale… https://t.co/WqkChL21A1"
723,RT @StarGoldIndia: @Imangadbedi @taapsee Which character out of the three is your absolute favorite? :)
724,@Imangadbedi @StarGoldIndia Wah Bedi! U r very smart!
725,RT @StarGoldIndia: Quick! Tell us 3 movies starring @taapsee .
726,"#Repost @cosmoindia (get_repost)
・・・
This season, crisp AF lines, deep hues, and tailored… https://t.co/8DjmthcQ2m"
727,"Wishing you all lots of happiness, family time and laughter this Diwali. 
Let’s splurge on food n not fire !… https://t.co/toGc174Z6B"
728,RT @PlanC_Studios: #NotAllMen but what about #MeToo? Let’s all respect each other and be responsible individuals. https://t.co/LkOreZxbQt
729,"#Repost @maximindia (get_repost)
・・・
Black and white for life! @taapsee 💯 #TapCxMaxim… https://t.co/1jV2oLrVGb"
730,@ShakthiGalatta @mobilemagzter 😘
731,"#Repost @WeddingTimesTOI (get_repost)
・・・
“When people don’t expect anything of me and I manage… https://t.co/WxyXXjzxoh"
732,"#Repost @WeddingTimesTOI (get_repost)
・・・
This November, catch @taapsee on the cover of… https://t.co/5342QKYX3z"
733,@Avinash_Mirror Then you have to listen to your taste buds n fly down to delhi!
734,@ankupande Atleast u can proudly say u made the most out of your delhi visit!
735,"Momos ordered
Chole Bhature ready
Dilli here I comeeeeee 😁
Time to kick start Diwali my way! Food, family and laughter!"
736,@upcoprahul 🙏🏼
737,"Inka naam hai Aarti... Poora naam..... Jald hi pata chalega ...
Next one.... #Mulk https://t.co/fJVsl2VUyY"
738,RT @htshowbiz: I still enter award shows wondering if people recognise me: @taapsee tells @monikarawal. @htTweets #Judwaa2 https://t.co/5Ew…
739,Ab bas theatre mein aane ka intezaar rahega! What an endearing trailer 👏🏼👏🏼👏🏼👏🏼👏🏼 https://t.co/yzJmSyGF9a
740,Landed in Mumbai&gt;unpacking &gt; packing&gt; early morning meetings&gt; off to Lucknow! All in 10 hours...did I miss out on something?🤔 oh ya! Sleep 😒
741,Thank you for the reboot! Refreshed and rejuvenated back to some Serious business now 😎 UpNext #Mulk https://t.co/ZY7LUqbVRr
742,"Celebrate a musical Diwali this year with me 😁😁😁😁
@rudrani_rudz @zoomtv https://t.co/8N0pscAGcE"
743,RT @DiscoveryComm: .@AnimalPlanet is teaming up with actress @taapsee to help save more wild tigers with ‘Mission Big Cat.’ #TigerThursday…
744,Horse blinkers or panaromic view ???🤔 #Whichwayahead #focusVsAwareness
745,Janamdin aapka khushkismati hum sab ki 😁 #HappyBirthdayBachchanSir @SrBachchan https://t.co/GoEF1gFoJy
746,"RT @MaximIndia: Red hot @taapsee! 🔥🔥🔥
#TapCxMaxim #TaapseePannu #Maxim #HotRightNow #SexyBack https://t.co/VfpPMIFvH1"
747,"RT @MaximIndia: Here comes our October covergirl firebrand @taapsee! ❤️
#TapCxMaxim #TaapseePannu #Maxim #HotRightNow #SexyBack https://t.c…"
748,This is a nostalgic moment with @BeingSalmanKhan &amp; @Varun_dvn going #TanTanaTan Catch the BTS fun👉 https://t.co/0Obaac6dzT @Asli_Jacqueline
749,@rjprackriti 😘
750,"Be powerful, be beautiful, be you.No judgement. No labels.Join me in my revolution as I #breakthehashtag with nykaa 
https://t.co/RMYsBIzT7Y"
751,"Here it is.... 
#Fighter #Engineer #Actress #Rebel #BreakTheHashtag #Nykaa https://t.co/OsMS6HeFix"
752,When you are so excited for something coming up that u don’t care how scary you are looking 😜 coz believe “you’re s… https://t.co/r9P7ZsWeUM
753,"Be at it..... 
coz “you’re strong you’re beautiful” 
Watch out this space for more soon ....
#BTS #Fighter https://t.co/2nC0luTAPl"
754,Finally crazy weeks come to an end. Now time for the mandatory ritual called“holiday”before I get back to some real SERIOUS work #Traveller
755,"And @chay_akkineni your happiness in pictures says it all! Congratulations to you. Make beautiful memories, many mo… https://t.co/uQGuEl00Vq"
756,Can’t believe it has already been 50 days since we took the final plunge and emerged victorious. Thank you my team… https://t.co/EzgxUAsLwM
757,Congratulations @Samanthaprabhu2 !! Here’s to the beginning of a new beautiful chapter of life. I pray and wish it’… https://t.co/aggCvY0gvl
758,Kyonki ek baar se dil nahi bharta! Book karo aur dekho #Judwaa2 dobara! https://t.co/zeewLc5Ngd @Varun_dvn… https://t.co/eGSLYLTmcu
759,"#Repost @DevsB (get_repost)
・・・
10.05.17 #TaapseePannu in @ShrutiSancheti1 ❤️ for screening of a… https://t.co/YDGWS38ScK"
760,"#Repost @DevsB (get_repost)
・・・
10.04.17 #TaapseePannu in lamajouniofficial and urbanoutfitters… https://t.co/GK1XInX1oo"
761,"When you want a change, make sure you make yourself a part of it! https://t.co/PW6CRw1hLT"
762,RT @MumbaiMirror: #MumbaiHeroes | #Jury member #TapseePannu - I couldn't miss being a part of this. It was quite intimidating too @taapsee…
763,@WardaNadiadwala Anytime!!!! As soon as she manages to breathe outside choking traffic 🙄
764,"When real life ‘Judwaas’ come all the way to make it even more special! #ThankYou 
P.S look… https://t.co/wPXzq4wYMb"
765,Let’s welcome the new member in our family ‘Margaret’ you beauty! #GiftYourself #BlueEyedBeauty https://t.co/Hx45KZoQtu
766,"When I saw my father’s hockey medals,never thought the dormant genes in me will b of any use,until now!… https://t.co/Z7TBc3HKuF"
767,"Did u say something..........???? 
#Flickitlikethat #Throwback #ExhibitMagazineShoot https://t.co/BQOU9Kq8xq"
768,👏🏼👏🏼👏🏼 good observation I must say! #SocksItIs https://t.co/dTNGj7WaZG
769,"#Repost @DevsB (get_repost)
・・・
#TaapseePannu in @hass_idriss shirt dress and luluandskyofficial… https://t.co/ca5zCr8V3b"
770,RT @rudrani_rudz: Will  be chatting with the talented @taapsee in an hour. Send us your questions asap ! @ZoomTV #DiwaliBeats
771,Thank you guys for the overwhelming response to #Judwaa2. Keep the love pouring in! #InTheatresNow https://t.co/G4vyp9fNJH
772,@SimrankMundi @Asli_Jacqueline Let’s put our energies into doing something that we never have to raise this questio… https://t.co/1C2Mhmrg3R
773,RT @ColorsTV: The cast of #Judwaa2 are visiting the #BiggBoss house. Tune in tonight at 9 PM to watch them enjoy a fun evening. #BB11 https…
774,"RT @BiggBoss: Watch the gorgeous and talented #Judwaa2 star @taapsee spread her magic in the #BB11 premiere, tonight at 9 PM. https://t.co/…"
775,"RT @htshowbiz: #BiggBoss11 pics: @BeingSalmanKhan welcomes #Judwaa2’s @Varun_dvn, @Asli_Jacqueline, @taapsee 
https://t.co/G1G3RPwAjB https…"
776,"RT @BiggBoss: The anticipation is building! Just 6 short hours before the premiere of #BB11. Catch @BeingSalmanKhan with #Judwaa2 stars, to…"
777,@sridevisreedhar Thankq 😁
778,This has etched beautiful memories in my mind 😄 see u in the house tomorrow 😜 https://t.co/twhEIB9ObH
779,"What a picture perfect way to end this beautiful chapter #Judwaa2 #BigBoss Thank you for all the love.
It's all you… https://t.co/oNhXLD0Cbp"
780,"It’s a festive weekend, guys! Go to the theatre nearest to you and dance to the tunes of #Judwaa2 #HappyDussehra… https://t.co/ILovKC5SCC"
781,@mathiasboe 😂😂😂😂😂 that's y u went to London coz u didn't get tickets in Denmark!
782,Ending a beautiful journey with poise. The Dream team for any girl! (P.S- we missed u @DevsB u were there in soul w… https://t.co/9utUJ7oxLw
783,Here's all the BTS fun from the sets of #Judwaa2! https://t.co/J1TeOetZw8 @Varun_dvn @Asli_Jacqueline https://t.co/iaXPaExoAY
784,@rohitkhilnani Awwww! Thankq Rohit! You are too kind ❤️
785,"And that was the grand finale of the SOCKS with THE socks! 
#Repost @DevsB… https://t.co/5QoAmVwmfD"
786,"RT @inshorts: Varun, Jacqueline, Taapsee's 'Judwaa 2' hits theatres
Stay Informed with Inshorts, India's highest rated news app!
https://t.…"
787,Watch this crazy but cute pairing of Samaara and Prem in theatres close to you! #Judwaa2 in cinemas now!… https://t.co/s1IUsvSBm9
788,@TheFarahKhan @Varun_dvn @Asli_Jacqueline @tapseepannu @WardaNadiadwala Thankq! And I hope you watch it soon 😁
789,Dussehra ka double mazaa hogaya hai shuru! Book now! https://t.co/zeewLc5Ngd @Varun_dvn @Asli_Jacqueline… https://t.co/0gzQEIScGQ
790,@abhilashthapli Bhai let's jam next time. Main saare steps sikha dungi
791,"So what if we weren't born  twins, we make sure our socks make us one 😜 #Twinning #judwaa2 https://t.co/uWWyyEX2L6"
792,"#Repost @DevsB (get_repost)
・・・
Drop everything! #Judwaa2 is about to hit the theaters!… https://t.co/dOHVpy4OBL"
793,"#Repost @DevsB (get_repost)
・・・
#TaapseePannu in _purple_paisley_ (Glam Squad: @nickyjaan… https://t.co/kcyxDKLhSy"
794,Prem ya Raja? Confusion is double! See all the scoops from #AaTohSahi is here https://t.co/IdogFLpo1a… https://t.co/Wh1wShrlx3
795,"RT @IIFA: Looks like @Varun_dvn &amp; @taapsee  are always on a mission to steal hearts just like #Samara &amp; #Raja! We are ready for #Judwa2, Ar…"
796,Exist on your own damn terms! #Rebel #OnMyOwn #makeadifference #Judwaa2 #PromotionSpree https://t.co/jHKwpXFBFm
797,@tanveerghazi @Varun_dvn @Asli_Jacqueline Thankq !
798,@ronnielahiri @Varun_dvn Moscow mein release ho rahi hai!
799,RT @Bollyhungama: .@taapsee on whether she’ll do more high octane COMMERCIAL films  #Judwaa2 #TalkingFilms https://t.co/Y3ytBQpQwi
800,Raja ki izzat...Aapko pata chalega iss #Judwaa2KiDussehra ko! #Judwaa2 @Varun_dvn @Asli_Jacqueline @foxstarhindi… https://t.co/8ahoDkfScG
801,Exist on your own damn terms! #Rebel #OnMyOwn #makeadifference #Judwaa2 #PromotionSpree https://t.co/ycRFRaVNkr
802,Life is too short for boring hair! #HairdosLikeThese #Hairandthere #curls #crowningglory #messybraids… https://t.co/RBw4MFabWB
803,N this mode shall never leave me😂😂😁 https://t.co/tannkyVqLt
804,Dussehra ka ENTERTAINMENT hoga kal double! #Judwaa2KiDussehra #Judwaa2 @Varun_dvn @Asli_Jacqueline @foxstarhindi… https://t.co/Y1rB1PNgIO
805,"Hello Canada!! Tickets for JUDWAA 2 are now available at:
https://t.co/FDcd18bPMr BOOK NOW! (Link can be opened from Canada only)"
806,"Hello U.S.A! Tickets for JUDWAA 2 are now available at:
https://t.co/TjzCOmbrIj BOOK NOW! (Link can be accessed by people in US only)"
807,RT @foxstarhindi: Dugna fun with #Judwaa2KiDussehra! Book now: https://t.co/Mp5OLL7upP Use code JUDWAA2 @Varun_dvn @Asli_Jacqueline @Taapse…
808,@Riteishd @Varun_dvn @Asli_Jacqueline @WardaNadiadwala Thank u 🤗
809,"#MakeYourWayThrough 
Something fun coming up soon :) https://t.co/id0gkjM1jS"
810,"#Repost @DevsB (get_repost)
・・・
#TaapseePannu in the.olio.stories and rosabelletreasures (Glam… https://t.co/TskHeQz6dH"
811,"#Repost @DevsB (get_repost)
・・・
#TaapseePannu in @maurieandeve for promotions of #Judwaa2 in… https://t.co/ejsEp2STAv"
812,"Mumbai walon! What are u waiting for, show us ur love &amp; join @Varun_dvn @Asli_Jacqueline &amp; me tomorrow! So excited… https://t.co/352sgURSCF"
813,We were all ready to leave for the event when due to security reasons we were asked not to go.Sorry guys but we wer… https://t.co/Gj9diNq7Jn
814,RT @foxstarhindi: Aa rahi hai #Judwaa2KiDussehra Use code JUDWAA2 and win big! https://t.co/Mp5OLL7upP @Varun_dvn @Asli_Jacqueline @taapsee…
815,Tu lull hai @Varun_dvn !!!! 😂😂😂😂 https://t.co/yh0GVB2G15
816,We thrive on this 😍😍😍😍 Thank You! We shall meet u all in theatres on 29 September 2017 #Judwaa2 https://t.co/QWVX80Kigc
817,"An electrifying song, tribute to our Bappa! Watch the making of #SunoGanpatiBappaMorya https://t.co/fCCG7vnNDI @Varun_dvn @Asli_Jacqueline"
818,😂😂😂😂😂 https://t.co/Dux5B2Cpxa
819,"Are you guys ready to meet Samaara this Dussehra? Just 4 days to goo 😍 
#Judwaa2In4days #Judwaa2KiDussehra… https://t.co/LkScmSPjSm"
820,"When socks make Sexy 😉
#Repost @voguemagazine (get_repost)
・・・
#MFW is coming to a close today… https://t.co/3gXhDvNCVC"
821,Taking all the love with us. Thank you Ahmedabad you were magical!! #Judwaa2 @Varun_dvn https://t.co/aIYTVCnEFx
822,"Kaise!!!! 
Kaise we can't go mad on this song specially on a dandiya night!!! @Varun_dvn #Judwaa2 #DandiyaNight… https://t.co/cSqo2kLCqJ"
823,Some backstage practice.... #DandiyaNight #Judwaa2 #MirchiRockAndDhol @Varun_dvn https://t.co/SxdD07yen7
824,Bhaiyo beheno aaje Khoob jamshe Garba ni raaat Judwaa2 na Naam!!! @Varun_dvn #Judwaa2inAhmedabad #DandiyaNight… https://t.co/sCv9oU8yuI
825,This is truly a recreation from the original Tan Tana Tan 😁😁😁 #5daystogo https://t.co/hm4kOOMdZJ
826,Celebrations hogayi shuru #Judwaa2KiDussehra ke saath! Book now! https://t.co/zeewLc5Ngd Use code JUDWAA2😊… https://t.co/4ygn8uu4f3
827,"#Repost @DevsB (get_repost)
・・・
More colorful than Pink | #TaapseePannu in malini_ramani for… https://t.co/ZbPOMUz4fh"
828,"#Repost @DevsB (get_repost)
・・・
Raising Temperatures | #TaapseePannu in coverstoryfsl blazer… https://t.co/xySvclmt0v"
829,Make me proud Delhi! #Judwaa2InDelhi Show us your love &amp; join @Varun_dvn @Asli_Jacqueline &amp; me tomorrow! Soo excite… https://t.co/0dZGIvE40o
830,O hooooo! Adah ki Adah is killing it!!!! Thankq sweetheart 😘 #5daystogo https://t.co/JQiJsL76H8
831,Raising temperatures wherever I go 😉😎🔥🤷🏻‍♀️ #BeingMe #Judwaa2 #September29 #5daystogo #AhmedabadPromotions https://t.co/tuPAt6BZOr
832,Samaara ke saath pagalpanti #Judwaa2In5Days #Judwaa2KiDussehra @Asli_Jacqueline @taapsee @foxstarhindi @NGEMovies https://t.co/5h9Jxg7TSJ
833,This picture pretty much sums up one fabulous night at the dandiya! #Blessed #Crowd #lifeisgood #NightsLikeThese… https://t.co/Z60AZQOIeY
834,EPIC! When @falgunipathak12 sings and grooves to #TanTanaTanTanTanTara #Judwaa2 #September29 @Varun_dvn… https://t.co/xa8ImWl451
835,How can you meet @FalguniPathak12 and not dance to #YaadPiyaKi #Nostalgia #Memories #EvergreenSongs #Judwaa2Gang https://t.co/a2bNvOZbBr
836,Getting the crowd to do #TanTanaTanTanTanTara with us at the @falgunipathak12  dandiya event! Judwaa2 #Sept29… https://t.co/NDXCofCkRw
837,The #Judwaa2 trio for dandiya night🕴🏻👯🙏@Varun_dvn @Asli_Jacqueline #6daystogo #September29 https://t.co/LWmj0070t0
838,Groove... because it's dandiya night! #Judwaa2 #DandiyaNight #GarbaNuRaat https://t.co/W58XYmIjg4
839,The effort &amp; hard work behind the glamour! #BehindTheScenes #Judwaa2 #September29 https://t.co/XHwM7nEirs
840,RT @foxstarhindi: Ab #Navratri mein Judwaas karenge #TanTanaTan #FalguniPathak ke saath! Watch it LIVE at 9.30pm on Fb. @Varun_dvn @Asli_Ja…
841,Ahmedabad!!! #Judwaa2InAhmedabad during Navratri! Lets do #TanTanaTan with you! @Varun_dvn @Asli_Jacqueline https://t.co/4OOAeyiUJe
842,Dussehra + Alishka = Full on madness!💃 #Judwaa2In6Days @Varun_dvn @Asli_Jacqueline @foxstarhindi @NGEMovies… https://t.co/pSwl1AXLas
843,I love this... and myself too 😜😍 https://t.co/aBcnWyoftf
844,There is a method to our madness! 😉😎@Varun_dvn @Asli_Jacqueline #Judwaa2 #September29 https://t.co/5DNzsWA09b
845,Celebrate #FalguniPathak ki dandiya nights &amp; #Judwaa2's celebration tomorrow. @Varun_dvn @Asli_Jacqueline… https://t.co/mwZ6R0seFV
846,@iFaridoon Always have a great time chatting with u
847,Advance bookings of our Dussehra entertainer starts on Sunday! #Judwaa2KiDussehra @Varun_dvn @Asli_Jacqueline… https://t.co/vhi8TclyQ6
848,Here is the teaser of #GarudaVega https://t.co/D1ZYYb4oxH @PsvGarudaVega @DrRajasekharOfficial
849,When the ORIGINAL met the remake! #Judwaa2 Watch now https://t.co/9f8VjgAFUj #Judwaa2KiDussehra @BeingSalmanKhan… https://t.co/VDDp0EV9ug
850,There is an ORIGINAL before the remake! #Judwaa2 4 pm today. @BeingSalmanKhan @Varun_dvn @Asli_Jacqueline… https://t.co/qN2iFLAqns
851,Miss Goody two shoes got a beautiful ribbon bow makeover today 😉😎#shoestyle #boots #walkthetalk #happyfeet https://t.co/RJDlEjv9VG
852,@purushuarie @Fashionopolis @IndiaToday Everyone has a right to have an opinion :) it sometimes helps us to judge their taste :) #ItsOk
853,Thankq for the acknowledgement 🙏🏼 love ❤️ https://t.co/D4gEvaNoS1
854,All set for the shoot of #DancePlus season 3. #Judwaa2 #September29 @Varun_dvn @remodsouza https://t.co/r5z6GdyLA6
855,You can't miss it! 😍 The super fun song #OonchiHaiBuilding 2.0 BTS is here! https://t.co/2NFSRcb5yG @Varun_dvn… https://t.co/IFKwttpDb7
856,@RanaDaggubati We missed seeing u in Hyderabad !!!
857,It's nice to be aspirational but not Delusional. #JustSaying #WakeUp #SmellTheCoffee
858,When Samaara meets Raja #Judwaa2 #September29 #KolkataPromotions @Varun_dvn https://t.co/zGjseAe43X
859,When Samaara meets Raja #Judwaa2 #September29 #KolkataPromotions @Varun_dvn https://t.co/9w6AZxVc5o
860,Get the #Judwaa power with @panasonic_mob Eluga Ray 700 &amp; Eluga Ray 500 being launched today! Congratulations… https://t.co/ymIxWBMKxL
861,The Judwaas will double your Dussehra fun! #Judwaa2In10Days @Varun_dvn @Asli_Jacqueline @foxstarhindi @NGEMovies… https://t.co/afA2Rend82
862,Double the fun. Double the excitement. Double the nerves. Just few days left for the release of #Judwaa2… https://t.co/CuVbfsb3ti
863,@aniruddhatony U know what I mean na tony da!
864,I don't know why I feel some connection with this city. Kolkata see u tomorrow! Shayad pichle janam ka kuch hai rishta 😉 #Judwaa2
865,Guys!! Sneak Peek into the 'action' in #Judwaa2! https://t.co/rSKEnlo2XF @Varun_dvn @Asli_Jacqueline @Tseries @foxstarhindi @NGEMovies
866,Leave a little spark wherever you go. Cover girl for @exhibitmagazine #covergirl #magazinecover #covershoot https://t.co/KRolTzCpEG
867,@Pvsindhu1 U really think so! I did!!! U stop playing the third set for god's sake 🙈🙈🙈
868,And that's how u avenge the world championship final result. Congratulations @Pvsindhu1 #KoreanSS #Champion 👏🏼👏🏼👏🏼
869,"When you recall shoot days! Here, taking some time off with my makeup artist Mira for #Judwaa2 #AaTohSahi https://t.co/enG6TFfliS"
870,See my quintessential Bollywood beach run but wait....that drone just spoilt my perfect beach hair 😑#Judwaa2… https://t.co/aD3oWcARbo
871,@NinoyV I so wish people showered me this love at the time of release ☹️
872,One year since the BIG CHANGE. Shall always be #PinkDay for me for the rest of my life 16 September ! https://t.co/oSSdOGqGgE
873,👏🏼 congratulations ! https://t.co/nfv794vLif
874,Aayega dugna mazaa ab with full on confusion! #AaTohSahi song out now! https://t.co/zHh3o5dL2M #Judwaa2 @Varun_dvn… https://t.co/bXZ9Ue2f8L
875,Enough said! #happyengineersday #engineertoactor https://t.co/aCork8U9Dv
876,Exactly one year back!!!!! Happy birthday Shoojit da. U reinstate the fact that there is LIFE to LIVE and sports to… https://t.co/sl5GmAelCh
877,Pull up your socks because just two weeks to go for #Judwaa2 release. #Socks #LoveThisAccessory #MoreStylesToCome… https://t.co/uPmLTqmT1B
878,You know your brain hasn't relaxed enough when u wear a night cream on your face after taking shower at 5:30 am 🙄 #SleepyHead #EarlyMorning
879,@rjprackriti Talk about it!!!!
880,#AaTohSahi out tomorrow! Please give all your love to this wonderful song. #Judwaa2 #September29 #songouttomorrow https://t.co/2QuUaunIH4
881,"#AaTohSahi releasing tomorrow 
Trust me wait will be worth it! hell of a hot song it is! #Judwaa2 https://t.co/8mc0AElhaV"
882,@Neetu_Chandra @Varun_dvn @Asli_Jacqueline Thankq so much Neetu :)
883,Gndi??? I knew I should've washed that sand off me. Next time I will take care. I 'aaplog' for that 🤓 https://t.co/291ePztnlP
884,"RT @HydTimes: Do you think @taapsee and @vennelakishore starrer #AnandoBrahma is the best small budget film of 2017? 
https://t.co/NtpR5yjT…"
885,Sorry Bhai hai nahi varna pakka puch ke bataati. Abhi ke liye behen ka answer chalega ???? https://t.co/Snv6dlNhWj
886,"""When you are against the tide, it's YOU who needs to stand up for yourself......But don't forget the smile 😁""… https://t.co/xcPexuEWsK"
887,It's going to be double confusion &amp; fun as #AaTohSahi releases tomorrow! #Judwaa2 @Varun_dvn @Asli_Jacqueline… https://t.co/wfKhgo8Cdr
888,@honeybhagnani @Varun_dvn @Asli_Jacqueline ❤️ at it! Full throttle !
889,"Party mode is On!😍 🎉 #Judwaa2 album will get you grooving! Check it out 
https://t.co/lnFyocqDhj @Varun_dvn… https://t.co/4yIIG7aN2W"
890,"A bow to all of you who have loved, adored, danced to #ChaltiHaiKya9Se12 #Judwaa2 https://t.co/5HcILrtqUP"
891,When your co-star gets so carried away with his dance that he ends up injuring you 😜🙈🙆🏼 #chaltihaikya9se12 #Judwaa2… https://t.co/u7pJKi96p2
892,I get atleast one such message everyday! Wish you all showed this love when it was in theatres ☹️ https://t.co/mkCnuQS4q2
893,@Bhushanadhau1 Happy birthday !
894,"High energy, crazy steps, mad fun!! #ChaltiHaiKya9se12 in a nutshell for you! #Judwaa2 #September29 https://t.co/wcIV1nesey"
895,When choreographer #GaneshAcharya recreates the same magic again but this time in a #London jail!… https://t.co/H83Nh73sr3
896,@AUThackeray Was wonderful to finally promote this initiative with u 👍🏼#SelfDefence
897,Light up the stage! Samaara dancing with both Raja &amp; Prem in the #Judwaa2 version of #chaltihaikya9se12.… https://t.co/p6JzezfsMg
898,"#Repost @Vijitgupta23 (get_repost)
・・・
#outtake from the shoot with @taapsee #editorial #story… https://t.co/qM7Nni3I3P"
899,About last night! At #Synergy organised by #HemaMalini ma'am. What a pleasure to watch the dancers perform!… https://t.co/bxU1OiCNyF
900,Happiness is when you guys are hearing the song on loop. Thank you for the endless love ❤️ #OonchiHaiBuilding 2.0… https://t.co/J1tFqrTQy4
901,Everytime I feel tired or feel something is impossible I look upto him n charge through a brick wall #HappyBirthdayAkshaykumar @akshaykumar
902,Celebrating the super success of my biggest risk ever with something I grew up learning....… https://t.co/EwZYuEi9gh
903,All smiles because you all have given so much love to #OonchiHaiBuilding 2.0 #Judwaa2 https://t.co/14J8eU4zJ2
904,Thank you for showering so much love on #OonchiHaiBuilding 2.0. Too much happiness is happening 😇😇 #Judwaa2… https://t.co/0z4yiejkMC
905,Have you guys heard the foot tapping number #OonchiHaiBuilding 2.0 yet? Check it out now #Judwaa2 https://t.co/FbvBbGDOpT
906,@jackkybhagnani 😁😁😁😁😁😁 thank u
907,Thank you #Jaipur for the infectious energy! Loved every bit of it! #Judwaa2 #promotion #citytours https://t.co/xDD4Z8XpLw
908,RT @DelhiTimesTweet: .@Varun_dvn and @taapsee launch #Oonchihaibuilding2 by projecting it on d wall of GT Central Mall in #Jaipur @Asli_Jac…
909,@Samanthaprabhu2 😁😁😁😁😁❤️
910,@iamSushanthA I swear! Full on craziness
911,Grooving to the beats of #OonchiHaiBuilding 2.0 at #JaipurNationalUniversity. #filmpromotion #Judwaa2 https://t.co/x2lp6vdVot
912,@pinkvilla @Varun_dvn @Asli_Jacqueline Thank you! 🙏🏼
913,Your fav track is back! #OonchiHaiBuilding 2.0! https://t.co/e3y0nC6lcJ  #Judwaa2 @Asli_jacqueline @Varun_dvn @TSeries
914,Kyunki dil razamand hai #Judwaa2 #OonchiHaiBuilding2 https://t.co/rP41twReT0
915,@abhi_9717 @IMChinmay7 And try n do it for once so u know that ain't as easy 🙂
916,Climb as fast as you can because #OonchiHaiBuilding lift Teri bandh hai 😆😎 song out today! #oonchihaibuilding 2.0… https://t.co/0Vl5S0RoN8
917,@ArchithNEWS 🙏🏼
918,Hahahahaha. No no. This time the intention is to break hearts 😋 https://t.co/D0DmKTtaO6
919,It's back! #OonchiHaiBuilding 2.0 out tomorrow at 2 pm. Are you ready? #Judwaa2 @Asli_Jacqueline @Varun_dvn @Tseries
920,Embrace all that is you! #OonchiHaiBuilding 2.0 out tomorrow! #Judwaa2 https://t.co/E9nqn5T6T1
921,Awwwww how sweet is that! #Judwaa2 https://t.co/fYLNVaDLed
922,#OonchiHaiBuilding 2.0 aur lift bandh hai! But nothing can stop @Varun_dvn &amp; me for the WORLD LAUNCH of @Instagram… https://t.co/S22dyQ1XCx
923,The cute crazy pairing of #Samaara &amp; #Prem. scintillating choreography @BoscoMartis #OonchiHaiBuilding 2.0 #Judwaa2… https://t.co/WrKhKz6Qd6
924,Jaipurrrrrrr Kal milte hain sham ko GT Mall mein #OonchiHaiBuilding 2.0 dikhani hai apko!! Woo hooo 🚀💥 @Varun_dvn @Tseries
925,"@OYERJALOK Aaja aaaaaaaja aaja mere ""Swagger"" wale Raja 😎"
926,@OYERJALOK Samajh na mujhko aisa vaisa...... 😜
927,@sapanv Only u could've come up with that imagination!
928,"Twenty years later, the country will be grooving to the same song once again!! #oonchihaibuilding 2.0 #comingsoon… https://t.co/DzwSxVCA9g"
929,When the excitement for our new song #OonchiHaiBuilding 2.0 is sky high! #cantwait #songoutsoon #Judwaa2 https://t.co/v6ppWw8YEH
930,You have loved this track! And it's back! #OonchiHaiBuilding 2.0 coming sooon! @Asli_jacqueline @Varun_dvn… https://t.co/zoLT3VLmoc
931,"RT @ieEntertainment: Watch #Judwaa2 song #ChaltiHaiKya9Se12 making: Not @Varun_dvn or @Asli_Jacqueline , it was @taapsee who rocked it
http…"
932,So grateful for making me a part of it. Cheers to the 10 and many many more to come 👏🏼👏🏼👏🏼 https://t.co/AkhbkGpmYW
933,"Guys, catch all the madness behind the making of #ChaltiHaiKya9Se12! https://t.co/wjq680skg4 @Asli_jacqueline… https://t.co/o2P5Ryv9VE"
934,@alifazal9 Then don't come without signing Syriana 2
935,@alifazal9 Feels so so good !!!!! Proud of u. U better make most of it so I can say I have worked with a Hollywood star 😍
936,RT @FilmyFocus: Horror Comedy #AnandoBrahma doing well over the third weekend in major centers despite big releases &amp; set to huge sleeper h…
937,The only thing that will outlive you is your WORK! #SlayHard #KeepGoing #MondayMotivation https://t.co/IOAm5qBwBd
938,"Deep breath....... and Smile ...... 😁
Now that's a GOOD MORNING. 
#MorningRitual"
939,Aaja band baaja leke aaja... #OonchiHaiBuilding 2.0  #Judwaa2 https://t.co/MhyUkKPKFz
940,@ranjunforever_x @rksure Good choice 😜
941,Eid Al-Adha Mubarak! #StayBlessed #SpreadHappiness https://t.co/764kvV83VL
942,"#AnandoBrahma running successfully 3rd week in USA 25+ theaters, 
https://t.co/Qr8FIcYdzx https://t.co/n7GZeGWDDo"
943,It couldn't get better than this with these 100 Judwaas at the #Judwaa2 trailer launch🙏 @varun_dvn @asli_jacqueline… https://t.co/XD0hxA1dUE
