,0
1873,Rahul ki party join kar le Bhai 😀😀😀 https://t.co/kVOAVXPALk
1874,"RT @KapilMishra_IND: पिटाई से बचकर भागते दिल्ली के CM Kejriwal 

जनता पीछे पीछे और केजरीवाल आगे आगे, ड्राइवर ने गाड़ी भगा कर केजरीवाल को धु…"
1875,Latest Stats = 26 Followers and 7 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1876,"Men's lowest grade pay is 3 crores and women's is 10 lacs..

Isn't this a kind of a joke?
Women empowerment... Really?

#BCCIContracts"
1877,Congratulations pakoda walas 😀😀😀 https://t.co/JEIz2QDnBJ
1878,"Modiji always say we work for farmers but when there is a need to spend 10 to 12k crores for farmers, inki G***. fa… https://t.co/knnKH2uaWy"
1879,"I wonder why Honey sing songs have this word ""DARU""

Where are we going? Just adding this word make the song blockb… https://t.co/uMyd37TubL"
1880,"Cant believe #SonuKeTituKiSweety can touch 90 crores lifetime and can even challenge 100 cr...

Abhi I hope… https://t.co/UH6VIlNvqQ"
1881,"This guy is giving all younger stars run for there money.. 

#October poster looks fantastic... Another emotional s… https://t.co/BDJNeveoOZ"
1882,RT @Aalokku09795402: you said correct that everyone is living with love n affection https://t.co/2ZxRJpGSgh
1883,"#SoniaGandhi ji shouldn't say that democracy under threat,

Democracy was only under threat in 1975 emergency perio… https://t.co/YDf0tIdINn"
1884,#SoniaGandhi ji has already lost it completely when she gave high command to her son despite having better leaders than him in the party.
1885,"#SoniaGandhi ji should stop speaking on politics the day she gave party command to Rahul Gandhi...

Let him handle… https://t.co/E2pDd2NlgG"
1886,"Good morning guys....
Uth jao aur pet saaf Kar ke aao.. 😜😜 https://t.co/23CaoUHBpN"
1887,"Good night guys.

Don't get frustrated after seeing this forwarded pic 😜😜😜 https://t.co/JZzL5uPBDd"
1888,"Hey all #2rs Guys,

Which brand you like the most? 😜😜😜😜"
1889,Hmmmmmm 😌😌😌😌 https://t.co/Gt8kQhthU5
1890,"#BajrangiBhaijaan fucked box office today, surpassed 4 million USD on single day.

😀😀
Congrats bhaitards 😀😀😀"
1891,Last 24 Hours = 23 Followers and 7 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
1892,"#BajrangiBhaijaanInChina

It's obvious that #BajrangiBhaijaan didn't collect much compared to dangal or SS but no o… https://t.co/kARvH1CUPo"
1893,"Bhaag DK Bose 😜😜

What a song..
Dedicated to all chutiyaas 😀😀😀"
1894,"Huge support to #Raid
64% people want to watch it ... Could be surprise HIT of 2018 like #Drishyam 👍👍👍👍 https://t.co/ywWjHDe9vE"
1895,Huge 61% people want #ShilpaShinde to do a BOLLYWOOD film which is extraordinary support. She must do a film soon.. https://t.co/PLb5DCJcp8
1896,"51% people want to watch #HappyBhagJayegi
Good for such a small budget film. She open approx 40%..
Can cross 5cr on… https://t.co/3M1vh1TuUb"
1897,"#BajrangiBhaijaanInChina crossed extraordinary 2 million till 12 PM China time.

Should cross 4 million today."
1898,"Good morning girls.

Aaj good morning to only girls on the eve of #WomensDay2018 🙏🙏

#WomenEmpowerment"
1899,"Happy women's day to all women's in the world.

We all are indebted to you forever. Thanks for being mother, wife,… https://t.co/LZnCuW7B5p"
1900,Is India number 1 in making PAKODAS? 😜😜😜😀😀
1901,"Adult star saying president Trump had sexual relationship with her when he wasn't POTUS.

So what's wrong in having… https://t.co/LY3KGxKgCs"
1902,"#TDP breaking away with BJP..
Best decision by #NChandraBabuNaidu"
1903,"Sala late so Jao tab bhi gaali Dete ho, jaldi sota hoon tab bhi Dete ho..

Salon chutiyaa ho Kya...? 😥🤔🤔"
1904,"चला जाता हूँ, किसी की धुन में,
धड़कते दिल के तराने लिए ....

शुभ रात्रि मित्रों 🙏🙏🙏🙏🎼🎼🎵🎵"
1905,Last 24 Hours = 30 Followers and 7 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
1906,Are you interested to watch #HappyBhagJayegi 2 ?
1907,Do you really want to see #ShilpaShinde as a lead heroine of BOLLYWOOD film?
1908,Are you interested to watch #Raid in theatre?
1909,The day when people will stop paying EMI of loans and will ask the govt or bank officials to recover the money from… https://t.co/WWGyMzp3z8
1910,"What will happen by destroying the statues of people..
People may believe in different ideology and that shd be acc… https://t.co/T9LCUtnHeZ"
1911,"Why people are speculating about someone's health.
Great actor Irrfan Khan is not suffering from brain cancer.

BC,… https://t.co/9xPAzyHrFi"
1912,"#BajrangiBhaijaanInChina is ROCK STEADY in On Tuesday.
Collected very good 1.85 million.
Total stand at around 13 m… https://t.co/QvTNUzmXiU"
1913,"People asking me when r u going to die..

Abe tum jitna chahoge utni hi life Badi hogi chutiyon 😀😀"
1914,RT @irrfank: 🙏🏻 https://t.co/JXD8NKwH3D
1915,😀😀😀 https://t.co/Ch1H1PaDG5
1916,"Badumbaaaaaa.... That's the JALWA...

195K RT reach is enough to make an impact..

Good morning https://t.co/iPPPs4aRWw"
1917,"Good night Laundiyon....
😀😀"
1918,"My week on Twitter 🎉: 248 Mentions, 15.6K Mention Reach, 2.97K Likes, 380 Retweets, 195 Replies. See yours with… https://t.co/crH8sy3DmJ"
1919,Latest Stats = 25 Followers and 14 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
1920,"#Niravmodi is not in India but moved to high court against siezing his properties.

Kya din aa Gaye... Chor foreign… https://t.co/i3DoQHyw53"
1921,Who m i?
1922,Love you guys ..
1923,RT @AkksAqqs007: @KamalRKaan Jb pad pr hosakti hai tou condom pe kyu nhi. Apne business k liye tou kisi ki b tklif ko yeh apni tklif kehsak…
1924,RT @apigraphic: us ko rulavo mat ish baat pe hume itna hasavo mat !!! krk sudhar jaiye aisa ho nahi sakta.. ho nahi sakti ta.. https://t.co…
1925,"Chalo bye guys..

Nice talking to you .."
1926,Human being Hoon wahi kafi hai https://t.co/UcV0uoVeWn
1927,At least now now https://t.co/WBAboGiUU8
1928,All https://t.co/PRzYq8DPKE
1929,Check bio... I don't lie https://t.co/29u28MSJLj
1930,I will abolish income tax https://t.co/UPZm88XcyV
1931,Last 5 mins...guys ..
1932,Des me Kam to milna chahiye ..but she is fabulous actress https://t.co/o9W9W82WFK
1933,Talent come later my friend https://t.co/8UADklAk8t
1934,See my pinned tweet chutiye... https://t.co/4VCa9GWR3Q
1935,Lol.... Mumbai me bhi bhejta hon.. https://t.co/d8nZEAExF7
1936,"😜😜😜
Film on condom.. really? https://t.co/PJcmYI9BPl"
1937,Clever https://t.co/Psp2GNvv7h
1938,I like every one....hating anyone don't make anyone happy https://t.co/q0d1m33gI2
1939,Main khud 😜😜 https://t.co/CM4xHtJFpN
1940,RT @AshrafS67564072: @KamalRKaan Hehehe! U r always rock buddy 😂
1941,Bas Bhai rulayega Kya https://t.co/FgtTa04tM1
1942,Abhi sawal pooch mat... Chup baith ja https://t.co/xBlw5NGxBC
1943,Trump and modi ..both complement each other https://t.co/WR2qTznk5p
1944,"Even I think million times about the same question... She is red hot... 
And also a nice actress https://t.co/p0VySfJxWJ"
1945,She is queen of heart of entire India https://t.co/R5zCzlFISt
1946,Khud ko maar le Bhai https://t.co/kK9qUZesD1
1947,Sabse bada harami https://t.co/WsAmiEq1lL
1948,I love him like anything.. I want him to make 400 crores https://t.co/N1rmrx5DLP
1949,Aaj raat ko sapne me aata hoon https://t.co/3GVEVX60gg
1950,Bhai tuze chatna hai Kya bata do.. https://t.co/Xu0pTpNSrm
1951,"Wow.
What an idea... I will be in jail forever then 😀😀 https://t.co/9P2RoxOdEc"
1952,She is a brilliant actress but now she won't get good films https://t.co/4uUYcuSHTq
1953,"Abhi to Koi plan nahi hai Bhai...
AAP hero honge Kya? Without fees 😜😜 https://t.co/mPhyNsw6r1"
1954,Mast Hoon #1rs deshdrohi https://t.co/h4SmogMk4r
1955,Bass ji rahe hai nirav modi ke raaj me 😜 https://t.co/yeO57TplzV
1956,"😀😀😀
Ladkiyon ka size Lena is a crime in India 😜😜😜
Better to stitch my clothes only ..haha https://t.co/ZEf14hcUaL"
1957,Main khud silta hoon 😀😀 https://t.co/jDLfSWBGor
1958,Sudhar ja pandoo https://t.co/VMpiORpGMI
1959,Because they are #2rs ppl 😀😀 https://t.co/CzkDaUul5A
1960,India https://t.co/G8PXPa6L4V
1961,Already answered https://t.co/iBIveiF5WK
1962,Chup bosdk https://t.co/IY8u5pHhLZ
1963,After you my friend 😀 https://t.co/OwYu7UAWz7
1964,Aapki Dua https://t.co/2ytmKPXGWj
1965,Adolf Hitler https://t.co/Z7iEMRPXS0
1966,Work is worship https://t.co/l1sLVfGUgv
1967,Waiting for #NiravModi to pay 11000 crore https://t.co/qnGnS86HuB
1968,I felt like I lost my private part 😜😜😜 https://t.co/tYotXYyv1m
1969,Hello https://t.co/KVHqb4YFkM
1970,Ok start using #AskPKRK 😀😀
1971,When #NiravModi will give me 11700 crore rupees... 😀 https://t.co/XdukuubRZU
1972,"8 minutes left...

Ask anything you want 😀😀😀
Anything"
1973,RT @mssirsa: मैंने 10 अक्तूबर को जब दिल्ली विधानसभा में कहा था कि @ArvindKejriwal जानबूझकर मेट्रो का काम रोके बैठे हैं ताकि Ola &amp; Über को…
1974,इसको बोलते है कह के लेना https://t.co/tskRHSIsnE
1975,"Congratulations to the youngest chief minister of #Tripura @BjpBiplab ji.

Hope your actually do the development of… https://t.co/RjwbNUq4t4"
1976,"RIP #Shammi ji..

She was very versatile and great actor. She played mother to Sasu ma in many films.
Her sweet smi… https://t.co/OVgpzlllwp"
1977,"RT @Satyanewshi: #Lenin PIC 1 Lenin Statue brought down after collapse of Soviet Union
            PIC 2 : Lenin Statue brought down in UKR…"
1978,"😀😀😀😀😜😜
#RahulGandhi https://t.co/79jxCl570T"
1979,"Our biggest fans this week: @SULTAN_KI_SENA, @BeingSkChetan, @iJaideep_. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/ypXCZR0nOf"
1980,I really astonished to see how much amount of corruption congress did in 60 years and I couldn't understand how muc… https://t.co/FQ6pDT9C9k
1981,"#BajrangiBhaijaan collected goood 1.8 million on first Monday. Taking total collection to 10+ million in 4 days.
Ex… https://t.co/pB6AWYjtQl"
1982,"#IndraniChidambaramVideo 

Congress seems deep diving in corruption even after removed out of power..
How much thes… https://t.co/qJ4LG8K8mv"
1983,"Good morning....

Be your own boss or face loss... 😀😀"
1984,"See you tomorrow evening at 5 PM...

#AskPKRK"
1985,"Good night guys..

Sonu and titu making others life hell making them think million times that how this chutiya look… https://t.co/tWLcjNq5NA"
1986,"How many people think , for a normal salaried person,
One can't complete the month without using credit card?"
1987,"22 Followed, 4 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
1988,"बाबू मोशाय,
जिंदगी लंबी नहीं बड़ी होनी चाहिए ....."
1989,"#SonuKeTituKiSweety collected excellent 65 crores..

Sala itna to Abhishek Bachchan ki solo film bhi nahi kamaati 😜😜😜😜"
1990,"Tomorrow at 5PM ,
You can any questions to me and I will answer best questions as well as worst once..

Ask using #AskPKRK 

READY?"
1991,"अरे सब निरोध यूज़ करते है,
तुम साला 200  के पॉलीथिन बेचोगे तो कोण लेगा 😝😝😝

#HateCondoms https://t.co/LFZajpYuU0"
1992,Bhai baat Sahi hai ekdum 😜😜😜😜😜😜 https://t.co/hy82hcYK8x
1993,"RT @KapilMishra_IND: यूपी, गुजरात, नागालैंड और मेघालय की रिकॉर्डतोड़ सफलता के बाद @SanjayAzadSln अब केरल में 

AAP = ""धरती पकड़"" https://t.…"
1994,"RT @KapilMishra_IND: Mayawati supporting Akhikesh

Prashant Bhushan supporting Mayawati

Kejriwal supporting Chidambaram

Mamta supporting…"
1995,"RT @KapilMishra_IND: साईकल पर हाथी यूँ ही नहीं बैठ जाता

'रिंग मास्टर के चाबुक' और 'खाने का लालच' हाथी को साईकल तक लाता हैं

अपना सब कुछ गं…"
1996,"गद्दारो की मददगार , BJP-PDP सरकार?

RT if you agree..."
1997,"Aaj Kal apne @digvijaya_28 ji dikhayi nahi de rahe...
Na news me , na hi Twitter pe...

Goa aur UP ki haar ke Baad… https://t.co/YCvz2BnqMd"
1998,"39% people say Akki never give 200 cr SOLO grosser in his life time but 36% people say he will give in 2019.

I hop… https://t.co/HGpFpQGWQy"
1999,"Congratulations to both of you ...
Being parents is a beautiful feeling... https://t.co/jbCjPR8JBE"
2000,"All students should appreciate and move on.

Govt has ordered CBI enquiry into the alleged #SSCScam 
But make sure… https://t.co/TMKIc5w5sC"
2001,😀😀😀😀😜😜 https://t.co/VI516Mno1j
2002,As I said opposition has no interest in running the Parliament and it seems the BJP want the same so that they dont… https://t.co/dgr62Mhzvv
2003,"#BajrangiBhaijaan had very good weekend of 8.5 million dollars in China.
Today is crucial... I hope this film makes at least 50 million...."
2004,"All the best for the CBSE students who are giving class X and XII exams today..
Dont worry about the outcome , just… https://t.co/VHdwRxE8MR"
2005,"What about #Newton our official entry for the Oscars? 

#Oscars"
2006,"Good morning folks.

Have a great week... Wake up ...."
2007,Waah mere Sher...Kya jawab Diya hai... 👍👍👍 Ek follower Jeet Liya tune https://t.co/4ys7Z2KQYH
2008,"This year's Parliament session will again go in vain.
Opposition will rip off govt over #NiravModi #PNBFraudCase… https://t.co/IeQcv78hTR"
2009,RT @pkpz04: @KamalRKaan Rahul baba ke jutte &amp; licked by @sagarikaghose ..... 🤣🤣🤣😂😂😂
2010,RT @vacha_bhavsar: @KamalRKaan Hardik Patel n congress
2011,RT @Ankit39gupta: @KamalRKaan Show is of rahul gandhi and the one licking is digvijay singh
2012,"When a new PM came in 2014, there was an image that he can do anything.
Yet with a long list of failures, a sort of… https://t.co/ujIgpUdvWA"
2013,"Situation of Congress after #TripuraElections2018 and
#NagalandElection2018 https://t.co/2Nba84EoWB"
2014,"Good night laundo and laundiyon...

Sleep well... tomorrow sab ke L lagne wale hai ...
Office Jo hai 😜😜😜😜"
2015,"Do you really think #SonuKeTituKiSweety climax is worth watching?

Nobody will watch that even for million rupees..… https://t.co/C5MFYA9uOt"
2016,"#SonuKeTituKiSweety success proved that youth likes same stories with no base.

And luv Ranjan is clever to understand the नस of youth..."
2017,RT @imjack0: @KamalRKaan shoe is BJP and girl is media
2018,RT @IAMRAVI420: @KamalRKaan Congress Ko !!
2019,RT @IAMRAVI420: @KamalRKaan aam aadmi party !!
2020,Welcome to my new 29 followers and goodbye to 4 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
2021,"Ye photo kis political party ko suit Karti hai? 

Good answers will be given RT by me.. https://t.co/oLC1Ml22C2"
2022,"भाई जी,
अबी राज्य ही कितने बचे है 😝😝😝 https://t.co/YnhQ0JIYpp"
2023,This is reality Modiji of farmers and govt banks write off loans of willful defaulters https://t.co/FykiHaHUaY
2024,"Looks like jaitely ji is fooling people in the name of sabka sath sabka vikas?
Bhai vikas to alag baat hai Lekin ha… https://t.co/ddCgjlMSY3"
2025,"यही है अच्छे दिन ,लेकिंन किसके @narendramodi जी??
आम आदमी ने प्रॉब्लम की वजह से 2,3 ईएमआई नहीं भरे तो बैंक वाले उस… https://t.co/xivX68H9Ez"
2026,I am really astonished to see that Modiji gave 2 hours lecture to students regarding exams and now he didn't even s… https://t.co/7ftQw8fEme
2027,"Neutral poll :-

When Akshay Kumar will give 200 cr grosser with solo lead?"
2028,"#BajrangiBhaijaan grossed magnificent 5.4 million USD in two days.
Today should be huge again...

34 cr in two days… https://t.co/65RaYA4CPY"
2029,"I shall stop sending good morning messages from 1st April 2018.

Why shd I pay my hard earned money? https://t.co/NlHFVU2IcA"
2030,"Don't call me Bhakt again laundo and laundiyon,
Let's be fair https://t.co/8MuSWlcclR"
2031,#Congress is trying hard to push @OfficeOfRG #RahulGandhi to be future prime minister and he  holidays at exotic lo… https://t.co/OldIggdtx7
2032,"Good morning guys..
Have a great Sunday... 🙏🙏🙏 https://t.co/u4DdiuN0sT"
2033,"Good night laundo and laundiyon...

Have a nice sleep... Take care 

Tomorrow is going to be biggest Sunday for… https://t.co/6rofFCJYcu"
2034,Gained 39 followers and lost 9 (stats by https://t.co/ZIgtIQhsJR)
2035,"Aise hi Jan sailab aapke sapno me Nagaland, Tripura and meghalay me bhi aye the janab 😜😜😜

@SanjayAzadSln https://t.co/CqQ3ZFbzSi"
2036,Revenue of Election Commission has increased by 30% after AAP candidates lost their deposit in north east states !… https://t.co/OzSkgQnGH2
2037,ये देखिये @ArvindKejriwal जी का बंद पड़ा हुआ cctv कैमरा 😝😝 https://t.co/2rFapi3gTE
2038,"Bwhahahhaha....

Kahan hai apne @ArvindKejriwal सड़ जी? क्या करारा परफॉरमेंस दिया है 😝😝😝

नारायन नारायन https://t.co/fE8cvFluwH"
2039,😀😀😀 https://t.co/NYnoNK2euH
2040,"Hey laundo and laundiyon,

Do you know where is #EVMGang now ??? 🤔🤔

#TripuraElection2018
#MeghalayaElection2018 
#Nagaland 
#EVM"
2041,"कांग्रेस पार्टी क्या गज़ब की संडास कर रही है हर चुनाव में क्या कहने 😛😛😛

#TripuraElection2018 
#MeghalayaElection2018 
#Nagaland"
2042,"बेंचों,

इसके बाद अगर मुझे #तैमूर के बारे में पुछा तो घर पे आके मारूँगा 😛😛🙄🙄🙄

Dont irritate me"
2043,RT @ashiM270: @KamalRKaan krk has given actual statistics of china regarding box office n if u r calling him illeterate then u r ultimate c…
2044,"सबसे अच्छे चुनाव समीक्षक तो राहुल गांधी जी है,
उनको पहले से ही पता होता है की भागना कब है 😝😝😝😀😀

#RahulGandhiQuotes… https://t.co/9FtbGvG3OF"
2045,"Can't imagine congress got 0 seats in two states in a row.

Just unimaginable 😀😀😀😀

Very good surprise of… https://t.co/uuXuOahdN5"
2046,"If BJP winning nagaland also then it's huge..
Rahul Gandhi will give her aunt surprise of loosing two more states i… https://t.co/xCjhWY7wlT"
2047,Bjp and modiji is like a juggernaut in North East as well. Winning Tripura from the left is one of the biggest achi… https://t.co/CAtR0iyrJ1
2048,This is real chutiyapa comments when BJP is almost winning #TripuraElections2018 😜😜😜 https://t.co/HayHvylbFO
2049,"People comparing #BajrangiBhaijaan with #Dangal &amp; #SecretSuperstar 
Here is the actual screening statistics in Chin… https://t.co/FebbYa9gte"
2050,"Now banks increased interest rates...
This means emi going to increase .
This indirectly means banks are going to r… https://t.co/bGidouGK3N"
2051,"भांग का नशा उतर गया हो तो कुछ काम ही कर लो अभी 😀😀😀

शुभ प्रभात लौंडो 🎵🎵🎵🙏🎼🎼"
2052,"Goooooo night guys...

Have a long weekend 😜😜😀😀"
2053,"22 Followed, 11 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2054,"#BajrangiBhaijaan has set China box office on FIRE ⭐⭐⭐
Already crossed first day collections of #Dangal and #PK til… https://t.co/4E55nXHQRT"
2055,#aiyaary is a disaster. Will wrap up by 20 cr nett max....
2056,"#Sonuketitukisweety collected impressive 44 cr nett in first week.
Super hit"
2057,"#Padmaavat collected approx 6 cr in the 6 th week.
Total collection stands at huge 276 cr nett.

Will end up till 280 cr."
2058,"#Padman will end it's run by 80 cr nett.
Had high expectations but failed to live up to it. 

AVERAGE FARE"
2059,Happy Holi guys... https://t.co/4tia3Kx0zR
2060,"#BajrangiBhaijaanInChina 
#BajrangiBhaijaan leading all the releases in China with extraordinary rating of 9.6 ⭐⭐⭐⭐… https://t.co/Tto8Us3dgw"
2061,"RT @jaavedjaaferi: After Rohingya’s, Sikhs again at the forefront in Syria. Utmost #Respect and salutations to you my brothers.  https://t.…"
2062,"RT @MrsGandhi: Karti Chidambaram threatening CBI officials with a - ""You watch out when I am in DoPT"" - tells a lot about not just their br…"
2063,RT @manoharparrikar: Happy to be home. Thank you for your prayers and good wishes. Wishing you all a very Happy &amp; Colourful #Holi.
2064,RT @Shehzad_Ind: #KartiChidambaram CBI gets custody till 6th March despite battery of senior lawyers - a) Will Chidambaram senior be questi…
2065,RT @Shehzad_Ind: #KartiChidambaram case explained in 2mins 1)Indrani's 164CrPC statement before magistrate says that FIPB deal struck in PC…
2066,Happy #Holi  laundo and laundiyon... 👍👍 https://t.co/pp86tNDCBB
2067,"RT @i_yogesh22: #BajrangiBhaijaanInChina 
#BajrangiBhaijaan 
#BajrangiBhaijaanInChinaTommorow 

Hoping for d best. https://t.co/K4Xs1k8pfV"
2068,"Good night guys.
Hope you had a safe holi today.
Tomm have a blast on a holiday and long weekend...
🙏🙏🙏🙏🙏"
2069,"RT @KapilMishra_IND: किसने कहा होली नहीं मना रहे हैं केजरीवाल जी - देखो चढ़ी हुई भांग का इफ़ेक्ट

या  फिर ये छोटे चिदम्बरम की गिरफ़्तारी का…"
2070,Welcome to my new 25 followers and goodbye to 8 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
2071,"M watching crappest movie of the millennium and silliest imagination of the great @ShirishKunder 😜😜😜
Any guesses gu… https://t.co/rQjgrV0peU"
2072,"RT @KapilMishra_IND: तीन साल से CM हैं आप, एक बार भी नही कहा आपने की राशन में भ्रष्टाचार है। 

ना आपके राशन मंत्री ने कभी कहा कि राशन में क…"
2073,4000 में इटली का टिकट कोण दे रहा है जरा हमें भी बताओ राहुल जी 😀😀 https://t.co/LuY8FPkAwo
2074,"Wow... So it's 50-50....
50% want me to shut up and 50% like my tweets..
So kick to those 50% lukhhas and kiss to o… https://t.co/loCVakkYcZ"
2075,"Soooooo true ....

Media has gone mad and chutiyaa over #Taimur 😀😀😀😀😀 https://t.co/qYs4KLmXx4"
2076,"RT @KapilMishra_IND: Before Arrest -

हमने corruption किया है तो जांच कर लो, गिरफ़्तार कर लो, जेल में डाल दो। PM तो मोदी है। पुलिस CBI सब…"
2077,"Ye dekho,
Chori aur upar se Sina jori...
#KartiChidambaram https://t.co/OboE1f4cQQ"
2078,"All time blockbuster #Bajrangibhaijaan releasing in China tomorrow.
Film is releasing on huge 8k screen and initial… https://t.co/bnBMye8Nsh"
2079,"#Sonuketitukisweety was excellent on Wednesday as well..
Super hit"
2080,@Palak57595580 @aartey Happy Holi palak
2081,यार गद्दार पत्रकार कम नेता तो देखे थे लेकिन इतने सुतिया नहीं जो दोषियों को जेल भेजने को बुरे दिन कहते है। https://t.co/0Jop2wpcVq
2082,"Good morning...

Wish you all a very #happyholi2018 
May the festival of colors bring huge joy in your lives..… https://t.co/7m7Zuruklm"
2083,Latest Stats = 32 Followers and 4 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
2084,"How beautiful #sridevi was looking... She will be missed badly.
RIP 🙏🙏🙏🙏🙏
#Sridevifuneral"
2085,"RT @star_fun4u: How to Remove Constipation Home Remedies | Easy Home Remedies for Constipation
https://t.co/BQwBRyjluL

#Sridevifuneral #he…"
2086,"Life is fragile, handle with Care 🙏"
2087,RT @KapilMishra_IND: I have sent an urgent email to Delhi Police Commissioner @CPDelhi on 'so called attack' on Minister Imran Hussain at D…
2088,RT @spectatorindex: IMAGE: Syrian child protecting his younger sister amid airstrikes. https://t.co/hCr0bkM6No
2089,"RT @abpnewstv: #Sridevifuneral: Actress is being taken for last rites in Mumbai
https://t.co/a9VAKkfgXr https://t.co/PiXdQO8hn6"
2090,RT @divyapal2013: Sridevi's last picture. You will be missed. #Sridevifuneral https://t.co/6lkWcGlcQo
2091,"This guy is Kim Jon Yun 😜😜😜
Or #Bahubali https://t.co/R9rS0K0pKn"
2092,RT @weier1231997: No Maoyan score for Bajrangi Bhaijaan yet. But reactions are very positive after previews. Many moviegoers gave 10/10.
2093,"ये देखो आम आदमी पार्टी का असली चेहरा 👇👇👇
इनको हर चीज़ से प्रॉब्लम है सिवाय केजरीवाल के 😝😝😝
#kartichidambaram https://t.co/mtY2EzQ56Q"
2094,"Film having stars like Sonakshi &amp; Karan, Daljeet turned out to be disaster .... And non star cast team… https://t.co/QW2vWXrInL"
2095,"#SonuKeTitukisweety is going #FukreyReturns way...
Rock steady on Tuesday collecting an impressive 4.5 cr nett.
Tot… https://t.co/Iy7BFg97NF"
2096,I hope #bb11 winner #shilpaShinde also visit #Sridevi house for final darshan.
2097,"The best news I heard today was arrest of fraud #KartiChidambaram

These thugs must be put behind bars if charges are proved."
2098,There are strong chances that tiger #SalmanKhan will do #NoEntryMeEntry as a tribute #Sridevi and #BoneyKapoor 🙏🙏
2099,"Apparently tiger @BeingSalmanKhan broke down seeing the body of #Sridevi ji.

😥😥"
2100,"आने वाला पल, जाने वाला है...
हो सके तो इसमें जिंदगी बिता दो, पल जो ये जाने वाला है.... 🎼🎼🎵🎵🎶

शुभ प्रभात दोस्तों 🙏🙏🙏"
2101,"Good night guys..
Hope no more media chutiyapa will be done on the death of #Sridevi ji..

RIP #Sridevi 🙏🙏🙏🙏🙏🙏"
2102,"Swamy ji speaks very nonsense..
Every death can't be murder sir..
#LetHerRestInPeace"
2103,"Badumbaaaaaa !!!!!!
Jalwa 😁😁😁😁 https://t.co/18ETc1qgKI"
2104,"My week on Twitter 🎉: 402 Mentions, 1.98K Mention Reach, 3.78K Likes, 480 Retweets, 334 Replies. See yours with… https://t.co/jINCWPeYWw"
2105,Gained 28 followers and lost 10 (stats by https://t.co/ZIgtIQhsJR)
2106,"I am planning to break my tv after watching stupid news regarding #SrideviDeathMystery 

What a chutiyaa reporting"
2107,"This is simply great. Army developed this #Elphinstone
Bridge in record 117 days. Hope people don't doubt on army a… https://t.co/nii6i3Y7I2"
2108,"This is utter disgrace in the name of news. TRP KE LIYE KUCH BHI ????
Abe let her remain in peace even after death.… https://t.co/4zCU7trvB1"
2109,"Film #Babablackship is releasing soon.
Do anyone even know this film?
Why to waste money yaar? Give that to me..."
2110,"RT @ANI: Embalming of #Sridevi's mortal remains has been completed, being taken to Dubai Airport. : UAE media. https://t.co/3UUEimWuAo"
2111,"Everyone is still thinking about how #Sridevi ji has died.
Please perform the last riots then we all can think on it."
2112,You want my account to get suspended?
2113,"Good morning guys...
How are you doing ..."
2114,"#क्या_है_बे_ये 
#SonuKeTituKiSweety passed the Monday test and collected huge 6 cr nett... 

Super hit"
2115,"Our biggest fans this week: @being1karan, @balwinder72, @RP_Raakeysh. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/9MGDL1NXW1"
2116,"Good night... please let #sridevi ji rest in peace...
#SrideviDeathMystery 

🙏🙏🙏"
2117,Last 24 Hours = 38 Followers and 7 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
2118,😜😜😜😀😀😀 https://t.co/j2PQA0W21b
2119,"लोग ऐसे ही दिल्ली अनसेफ हो गयी है नहीं बोलते,
अगर मुक़्ख्यमंत्री का घर ही सेफ नहीं है तो और कोनसी जगह सेफ है ??? 😀😀😀

#DelhiChiefSecretary"
2120,"Just look at her ... Perfect Diva
#ShilpaShinde https://t.co/f5HPkZ2rQF"
2121,"She is looking damn gorgeous...the star , one and only
#ShilpaShinde 👍👍👍 https://t.co/NY1uRROjcx"
2122,"#WelcomeToNewYork is such a disaster that even spot boys payments are also not recovered from the theatrical 😀😀

Such a big Superstars 😜😜"
2123,Extremely relevant questions https://t.co/228j2YmOPj
2124,"Now I can proudly say #KartikAryan is bigger star than #Pulkit for sure.

#SonuKeTituKiSweety has recorded an Excel… https://t.co/6wYjSYQ5bp"
2125,"Bwahahha.....
I will give Nobel prize for this guy who explained this so simply 😀😀😜😜 https://t.co/EdmXOzuCsy"
2126,"A tribute to our national hero #VeerSavarkar on his death anniversary.
Real patriot, freedom fighter &amp; social worker. 🙏🙏🇮🇳
#VeerSavarkar"
2127,"Good morning folks.
Week has started again... Work work and work 😥😥

Have a nice day https://t.co/5jJ6Kep3uh"
2128,"शुभ रात्रि मित्रों.....
शब्बा खैर 🙏🙏🙏🙏🙏"
2129,"46 Followed, 15 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2130,"#SonuKeTituKiSweety is rocking everywhere today..
Sunday will cross two digits.. 
Awesome...."
2131,"Today I got to know full form of #NDTV which is new Delhi television..
I was thinking it was Nehru dynasty television 😀😀😀😀"
