,0
46,RT @realpk333: @karanjohar Hutiye.. Is song me rehearsal ki zarurat hi nhi thi.. #ZingaatRuined #Zingaat 😡😡😡
47,"RT @SHUBH_AD: #Sairat vs #Dhadak
#zingaatRuined https://t.co/Qmgef7oYMP"
48,"RT @AMIT_GUJJU: Kannada Zingat is also 100 times better than hindi Zingat
#zingaatRuined 
https://t.co/8VPxXYm7Qb"
49,"RT @imranyh: Zingat original 
Vs 
Zingat remake
@karanjohar 
#ZingaatRuined https://t.co/SCn7F3nNgK"
50,"RT @engineerdhir: Pic1- Zingaat Marathi
Pic2- Zingaat Hindi

#ZingaatRuined https://t.co/os8DAubGRP"
51,RT @kamles_soluchan: When mom found her son listening to hindi version of zingaat #ZingaatRuined https://t.co/HCCv9OsR6l
52,"RT @ladywithflaws: Zingaat original. 
Vs
Zingaat remake. #zingaatRuined https://t.co/khhppZsbOg"
53,RT @ladywithflaws: Karan johar's movies. #zingaatRuined https://t.co/VisjjIJHx6
54,Missing heartfelt touch and energy in the remake #Zingaat #zingaatRuined
55,"@karanjohar right now
 #Zingaat #Dhadak #zingaatRuined #Sairat https://t.co/LMLIJWFZxn"
56,Dhadak song Zingaat: Hindi version of Marathi song disappoints fans; Tweeple say #ZingaatRuined… https://t.co/6H4sc1hj3f
57,"RT @katamulgi: Pic 1: Zingaat from Sairat
Pic 2: Zingaat from Dhadak
 #ZingaatRuined https://t.co/s6YdyhSTfw"
58,RT @khushbupandya2: #Zingaat in Sairat v/s #Zingaat in #Dhadak #zingaatRuined https://t.co/2NAE6NUGmF
59,"Loved the #Zingaat Number from @dhadak. Then heard the original from #SAIRAT. No, no, no... No comparison. The raw,… https://t.co/ELlskZUcXb"
60,"RT @sagarcasm: 1. #Zingaat from Sairat
2. #Zingaat from Dhadak

#zingaatRuined https://t.co/z4bwRin1Co"
61,I don't understand the lyrics in Marathi still it was smoothing but in Hindi this is probably the worst we have seen.#zingaatRuined
62,"RT @sarcasticbuddy: When someone says "" #Zingaat from Dhadak is not really that bad""
#zingaatRuined https://t.co/vXfPqylVyj"
