,Unnamed: 0,0
472,472,PM race if #Mahagathbandhan comes into picture 😂😂 https://t.co/vELPKVqpnM
473,473,Perfect trend with perfect meaning. #EkPaiseKiSarkar
474,474,Latest Stats = 11 Followers and 4 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
475,475,RT @WeUttarPradesh: @iaasifsheikh to work with @BeingSalmanKhan after 12 Years. #SALMANKHAN #AashifSheikh @SalmanFC_com @BeingSalmanFC #Bha…
476,476,"RT @BubbleHindi: सलमान खान की ‘भारत’ में नज़र आएँगे भाभी जी के ‘विभूति’ उर्फ़ आसिफ शेख!

#Bharat #BollywoodBubble 

https://t.co/ANxULCHzWb…"
479,479,"RT @rajpandit17: #Race3 background score mix in progress! 😁💥

@salim_merchant @Sulaiman @aftabkhan27 @remodsouza @RameshTaurani @tipsoffici…"
480,480,"Will you watch #Race3 in theatre?
@BeingSalmanKhan @remodsouza"
482,482,Good morning laundo.
485,485,"Guys,
Should i put #Shilpian in my bio? 😀
But m i shilpian? 🤔🤔

????"
486,486,Welcome to my new 10 followers and goodbye to 9 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
488,488,"RT @katamulgi: Delhi Govt school’s result-
Pic1 2018 - Best Result bcz of Arvind Kejriwal..
Pic2 2012 - Best result bcz of Students..
Pic3…"
489,489,"RT @KapilMishra_IND: अरविंद केजरीवाल नामक ""लाश"" की पोस्टमार्टम रिपोर्ट

Postmortem report of a ""dead body"" named Arvind Kejriwal https://t.…"
490,490,"Anyone knows the full form of AAP?

It’s Arvind Apologises Party 😂😂😂

@ArvindKejriwal"
491,491,"RT @ashrafghani: Afghans take absolute pride in our hero, Rashid Khan. I am also thankful to our Indian friends for giving our players a pl…"
492,492,#DusKaDum this show has made immense contribution to give salman much needed uplifting when he needed the most.
494,494,"My week on Twitter 🎉: 401 Mentions, 630 Mention Reach, 1.47K Likes, 125 Retweets, 23 New Followers. See yours with… https://t.co/yikq12Fk1p"
496,496,"Modi ji , this is haalat of your mitron nowdays 😂😂
@narendramodi 
#PetrolPriceHike https://t.co/OtuYdDpQDr"
497,497,Welcome to my new 23 followers and goodbye to 6 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
499,499,"#MondayMotivation 👇👇

Good morning guys https://t.co/hSIl68vV0I"
500,500,"Our biggest fans this week: @Akhil_SSMB, @TALALAAMIRIAN, @prince87151082. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/zC1xvQk5Sg"
501,501,"Abhi to shaam ka timepass bhi band ho gaya, ab kya karoge ?

For those who dont have any work 😁😁
 #IPL2018Final"
502,502,@ankita_dhyani02 @msdhoni I like accepting mistakes
504,504,"Congratulations #ChennaiSuperKings for winning the #IPL2018 title

You are the BEST 🙏🙏🙏

I am sorry for wrong predi… https://t.co/GNyDtpRZZB"
505,505,@cnvive Hey buddy
506,506,"Mitron,

Chennai jeet gayi to gaali mat dena 😛🤭🤭🤭

#IPL2018Finals 
#CSKvSRH"
507,507,Last 24 Hours = 26 Followers and 9 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
508,508,"Want to salute @rashidkhan_19 from the core, coming from a country which is highly prone to terrorism but still hav… https://t.co/DRvuQjyBHy"
509,509,RT @amitg9973: @KamalRKaan .. like ur attitude nature and open straight forward replies......love u sir from inner core of heart.......redu…
510,510,"My prediction is that #SRH will beat #CSK by narrow margin and the star will be #RashidKhan 🤙🤙🤙

#IPlFinal #CSKvsSRH"
512,512,"Modiji, we didn’t expect this tweet from you 😛😛😛
#JawaharlalNehru https://t.co/y9fZcAlPOO"
514,514,"RT @ZoomTV: Congratulations to the entire team of #Race3
https://t.co/ixVsiakaNw"
516,516,RT @iFaridoon: The #Race3 theatrical trailer is breaking all records ..most importantly it's talked about by any and everyone. Expect a hur…
517,517,"First dont know hindi, second dont know English and third don’t know both 😂😂😂

Aur lo gathbandhan 😛😛😛 https://t.co/3s46R8PQY2"
518,518,"I have zakaas news about #Race3 

RT if you want to know 🤔🤔"
519,519,Last 24 Hours = 9 Followers and 8 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
520,520,RT @sachinsoni2007: Sahi kaha KRK Bhai https://t.co/sKJMAhDq1U
521,521,Jahannum me ja tu sale https://t.co/BvNcb4uBAa
522,522,Bhai is survey ne to congress aur opposition ke laude laga diye 😂😂😂😂😂 #LokSabhaElections  https://t.co/H6UzODn2IO
523,523,RT @SirPareshRawal: https://t.co/wsziXbZmdK
524,524,"RT @ippatel: AAP MLAs are planning to file ₹10 Cr defamation case against me for allegedly harming theirs reputation.
एक तो चोरी ऊपर से सी…"
525,525,Kon hai be tu? Bina gosht ke haddi pehelwan.. https://t.co/nPctb5rolq
526,526,"RT @KamalRKaan: #ABDevilliers

Who is more talented?"
527,527,Last 24 Hours = 14 Followers and 9 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
529,529,"RT @KapilMishra_IND: Yesterday in Bangalore

Kejriwal literally touched feet of Sonia Gandhi pleading for seat sharing in Delhi

Sonia firs…"
530,530,"RT @Gupta_vijender: झूठे CM @ArvindKejriwal का एक ओर सफ़ेद सफ़ेद झूठ !
स्कूलों की लूट के विरूद्ध याचिकाकर्ता (@Gupta_vijender) DAM/2009 की…"
531,531,RT @Gupta_vijender: Parents haven’t received a single rupee &amp; CM @arvindkejriwal is already getting offers for a cut.A contempt peitition h…
532,532,"RT @KapilMishra_IND: झूठा केजरीवाल - 

1. 575 स्कूल फीस वापस करें ये कोर्ट ऑर्डर है

2. विजेंदर गुप्ता @Gupta_vijender की याचिका पर आर्डर आ…"
533,533,Life is a race not #Race3 😂
534,534,"RT @salim_merchant: We’re coming back to the Race... 
#Race3ThisEid  #Race3  #BackgroundScore https://t.co/ywKaDQbYoG"
535,535,Narayan narayan 😛😛 https://t.co/xETCqqmQmZ
536,536,RT @remodsouza: When @Varun_dvn and I are in a serious discussion about DANCE @BeingSalmanKhan @SKFilmsOfficial @RameshTaurani @ShahDaisy25…
538,538,@RimaMajumdar9 Roj hi pita hoon madam ji
539,539,😁😁😁😁😁 https://t.co/gx9IBaVYub
540,540,RT @Blusafire: @KamalRKaan Sab bhoot banke aapke aas paas ghoom rahe hAin
541,541,RT @Sukeshkothari: @Shehzad_Ind i guess u can ask him. We all know the answer https://t.co/9wqo6HuIfB
543,543,Konsa maal be pandooo https://t.co/5bvkO9LNCg
544,544,RT @Shehzad_Ind: Rahul Ji when you give @narendramodi a #FuelChallenge I also hope you take the challenge of not wasting our precious impor…
545,545,"Rahul ji, here comes the challenge from me,

DARE MAKE OTHER THAN GANDHI president of CONGRESS??

Will you?… https://t.co/j0oCc4cI3m"
546,546,"RT @RahulGandhi: Dear PM, 

Glad to see you accept the @imVkohli fitness challenge. Here’s one from me:

Reduce Fuel prices or the Congress…"
547,547,"Rahul gandhi is bang on target in challenging modiji for petrol diesel price challenge. 

Cool bro. @narendramodi 

 #FuelChallenge"
548,548,"Film #Parmanu is looking like a documentary than a full film. 

Wont do good at the box office for sure despite having great subject 👎"
549,549,"#Race3 ka thakelaa gaana kal aa raha hai #Selfish 😛😁😁

baaki bhai ne sabko kaam diya race me 😂😂"
550,550,Sab ladkiyan thi kya https://t.co/NcThPbxVJn
551,551,"Salaa kahan gaye mere followers bc??

Abe kahan mar gaye sab ke sab"
553,553,Cos m not salman khan 😎 https://t.co/kQSDEdU06L
554,554,"RT @TiimesHow: Just In : ""I scored a duck as a tribute to legendary batsman #ABDevilliers who retired earlier today. As he is known as Mr.…"
555,555,"#ABDevilliers thanks for the amazing memories you gave 🙏🙏🙏

You r a legend!!!!!"
556,556,"RT @narendramodi: Challenge accepted, Virat! I will be sharing my own #FitnessChallenge video soon. @imVkohli #HumFitTohIndiaFit https://t.…"
557,557,"RT @imVkohli: I have accepted the #FitnessChallenge by @ra_THORe sir. Now I would like to challenge my wife @AnushkaSharma , our PM @narend…"
560,560,"#MondayMotivation

#Petrol @narendramodi @dpradhanbjp 😁 https://t.co/0sG2GMG1lX"
561,561,"RT @thedeol: Super excited for my first song in #Race3 with @BeingSalmanKhan and @Asli_Jacqueline! #Selfish releasing this Friday! 🎵
 @itsa…"
562,562,RT @Asli_Jacqueline: #Selfish 💕 My next song from #Race3 with @BeingSalmanKhan and @thedeol is releasing this Friday on @tipsofficial!! @re…
564,564,Hope it wont be ZERO https://t.co/AkelIeX3gT
565,565,"Hina - Chaalaak
Shilpa - Clear 

Both r good for me https://t.co/VzXsRijELc"
566,566,Next janam me https://t.co/ZCZ2N0gNen
567,567,Aap bolo madam https://t.co/XhHaiNXIv5
568,568,Pure hindustan ko hai https://t.co/fVO3qZV1z2
570,570,Bhai se pooch ke batata hoon https://t.co/GtZaKG7ywr
571,571,"Chak de india,Darr
JHMS https://t.co/fn5eCzpKbx"
572,572,Hindustan jindabad https://t.co/EpZBOn6z0v
574,574,35+ cr https://t.co/NdjwahaN0E
575,575,Why r u stuck on this question only? https://t.co/OnT0PbegTL
577,577,Naam me kya rakha hai https://t.co/PJaWvnBTTv
578,578,"Hey guys,
Lets do Q&amp;A...

#AskPKRK"
579,579,RT @ABdeVilliers17: I’ve made a big decision today https://t.co/In0jyquPOK
580,580,"#Race3 is going to draw huge crowds on 15th June. 

Dont worry guys"
581,581,"Dont resign ABD, I will request Rahul Gandhi to resign instead 🤓🤓

 #ABDevilliers"
582,582,"ABD - No no no.  You cant leave us and cricket. 
@ABdeVilliers17 

 #ABDevilliers"
583,583,"WTF 😟😟

I could have believed if #RahulGandhi would have said this but you ABD??

Please DONT GO 🙏🙏

 #ABDevilliers"
584,584,Gained 16 followers and lost 7 (stats by https://t.co/ZIgtIQhsJR)
586,586,"RT @Ra_THORe: #HumFitTohIndiaFit 🇮🇳🏆

Post pictures and videos of how you keep yourself fit and send a #FitnessChallenge to your friends on…"
587,587,"Good night people. 
I am here right now 👇 https://t.co/ssmXeLAVb9"
588,588,RT @imayur2402: @KamalRKaan Reject kya pura erase hi kar degi.. Inka astitva hi mit jaayega...
590,590,"Sir😁, next year delhi ki janta bhi aap ko kar degi reject 😂😂😂 https://t.co/ESMrRDEygx"
591,591,"RT @KapilMishra_IND: एक बार इस्तीफा देकर देखों

पूरी दिल्ली सड़क पर आ जायेगी अगर
LG साहब ने Reject करने की थोड़ी भी कोशिश की 👇 https://t.co…"
593,593,"Perfect explanation of what govt doing with us in the name of welfare. #Petrol #Diesel 

@narendramodi @dpradhanbjp https://t.co/VAVUCM93le"
594,594,Gained 14 followers and lost 5 (stats by https://t.co/ZIgtIQhsJR)
595,595,Abe fake aur real ka kya achaar dalna hai.  Dil ki suni dimag ki nahi https://t.co/fAWzC9OTyl
596,596,"RT @Shehzad_Ind: PRESENTING JD(S) - Congress alliance.... 

Exclusive audio that nobody has heard....

यह फ़ेक टेप नहीं है! 😜 https://t.co/…"
598,598,"Priyanka madam, apne khud ke logon ko jameen, ghar aur khana naseeb nahi ho raha aur aapkob#Rohingya ki padi hai?… https://t.co/ndpPe4eveh"
599,599,"Everyone is abusing me cos of #Race3 

Why guys? U have full confidence on Bhai right? Then why abusing ?
#2rsPpl"
600,600,Hum sath sath was blockbuster. https://t.co/r79Yie8SHh
601,601,Wishing #SuhanaKhan a very happy birthday. God bless you
602,602,"Breaking : #Tabu joins the cast of #Bharat

Great actress. All the best"
603,603,"RT @aliabbaszafar: Finally it’s happening , so excited to work with you :) lots of love @tublb :) @Bharat_TheFilm @BeingSalmanKhan @priyank…"
604,604,"All X CM’s (Mayawati,Akhilesh) not want to vacate their bunglows even after Supreme Court orders.  
When u r no mor… https://t.co/kTXCi6Lkgw"
606,606,RT @danishksa11: @akshaykumar Canada wale bhai khuch yaad aaya @KamalRKaan bhai khuch farmaye.!!! https://t.co/DDLKQZ9pFP
609,609,Latest Stats = 11 Followers and 6 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
610,610,RT @Bharat_TheFilm: After the success of Blockbuster albums like #Sultan &amp; #TigerZindaHai ... #Bharat is the 3rd collaboration between @Vis…
611,611,"RT @aliabbaszafar: First song recording starts today for @Bharat_TheFilm , Music @VishalDadlani @ShekharRavjiani , lyrics @Irshad_Kamil ...…"
614,614,I am not supporting BJP i am against kejriwal who was supposed to be good guy but turned out to be flop item https://t.co/TMJG0ZhC21
615,615,"Agar kisi ko samaz me aa gaya hoga, ki kejriwal aaj kal har us function me jata hai jahan BJP ka virodh hota hai. C… https://t.co/EIDUE0DnpR"
616,616,"RT @KapilMishra_IND: कांग्रेस की बनेगी सरकार
JD(S) के साथ
घुंघरू सेठ नाचेगा

""झाड़ू"" ने झूमकर थामा ""हाथ""
कार्यकर्ताओं की बस इत्ती सी औकात…"
617,617,"RT @HMPPolls: Who is the most corrupt CM ever ?
@ArvindKejriwal 
@MamataOfficial 
@laluprasadrjd 
@siddaramaiah"
618,618,RT @narendramodi: पवनमुक्तासन एक उपयोगी आसन है जिसके कई लाभ हैं। आइए इस वीडियो में देखें। https://t.co/4rXy5m2Zp3
619,619,"Our biggest fans this week: @BeingWazir, @robangill2, @imBitopan. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/ARxvRFpPFp"
620,620,"I net modiji and gandhiji today 
😂😂 https://t.co/7G8TS9ShpS"
621,621,"Good night chutiyo ki fauz. 

Kal fir se kaam pe jana hai. So jao"
622,622,Konse kopche me rehta hai tu https://t.co/97PHC1tz79
623,623,"9 Followed, 12 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
624,624,Sure shot HIT https://t.co/UosUaNi6Y3
625,625,"RT @KamalRKaan: Do you keep password to your mobile ,WhatsApp? 😀😀"
626,626,RT @KamalRKaan: Can you spend your day without #cellphone ?
627,627,Do potty first then check mobile https://t.co/9uO6YQoSbo
628,628,Pathetic https://t.co/opGaQWplmZ
629,629,Look at this https://t.co/gtiCHnKlbS
630,630,They shdnt have altered the team combination https://t.co/Y0UWdidjnI
631,631,"#DDvMI
Who are you supporting today?"
632,632,"If Mumbai wins today evening, they will again snatch #IPL2018 🤓🤓🤓

 #DDvMI"
633,633,"DD won the toss and wil be BATTING first 

 #DDvMI"
634,634,@atiqreh40684841 First vote is mine. Ja aish kar 😀
635,635,She already is a great actress dude https://t.co/L2FFEnj2Av
636,636,#Race3 https://t.co/QPAEoX60Yv
637,637,Bhikari ban ja bhai. https://t.co/maUKlfUmkc
638,638,Abe trailer to aane de https://t.co/8khwkFeE6Q
639,639,Abe khayali pulav khaale pehele bad me sandas kar baad me tweet kar https://t.co/OQ0JWBJfIe
640,640,I dont get a penny for it https://t.co/3kzCLLuKRT
641,641,Love u guys. https://t.co/sj5sOyD6Xv
642,642,250 cr for sure https://t.co/fS67IJYQOS
643,643,300 to pakka hai https://t.co/NKNoSCRL6G
644,644,Itna bhi chutiya nahi hoon main https://t.co/OyySOW2q7G
645,645,"Amitabh, govinda , nana patekar https://t.co/KotqN4uYvc"
646,646,Are you in favor of it? https://t.co/0hB3JQstV8
647,647,Nothing is fixed in ipl. Its a clean game of destiny https://t.co/U5r0wdXCza
648,648,Myself 😀 https://t.co/RRcq4E3wyI
649,649,South movies r far better than hindi https://t.co/SKhqKYw7xn
650,650,So that i can shoot biggest chutiya if he comes in front of me https://t.co/yrc9RRwWiz
651,651,Tu kya kar raha hai ye bata pehle https://t.co/M0tnBwdk4a
652,652,Marine drive of course https://t.co/9EQIdO9ROL
653,653,"Guys lets start #AskPKRK

#SundayFunday"
655,655,Apne pichwade me daal ke bhag fir pooch. You r blocked u lukhha https://t.co/5p63P9OKgq
657,657,"Modi and yedurappa played master stroke today by resigning before the #KaranatakaFloorTest 

Rahul won but lost in 👀 of people 😀"
658,658,"Congratulations guys. Welcome to the club 🤙🤙

Lots of love and all the best 

 #RoyalWedding"
659,659,Will do nangaa naach 😎 https://t.co/57phuDg2j2
660,660,Muze to pata hi nahi kab shaadi hui meri 😀 https://t.co/Q5HkgEFGwf
661,661,Latest Stats = 20 Followers and 8 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
662,662,Bai nahi chutiye bhai bol https://t.co/X12tZBPRct
663,663,Next action superstar https://t.co/qE55PJuT4P
664,664,"This is exactly happening in #karnataka 😀🤣🤣😂😂
Watch it guys 

 #FloorTest https://t.co/u0arCLaLGw"
665,665,"If rahul gandhi have to keep his MLA’s in hotel, locked inside, with cctv in Hyderabad, can understand how weak his… https://t.co/dzCA6HunDJ"
666,666,"According to sources , BJP will going to prove majority in assembly very easily today and that will be FULL STOP ro… https://t.co/peybcGC320"
667,667,RT @Shehzad_Ind: Sources: Cong-JDS MLAs who just reached Hyderabad to be held hostage in Taj Krishna to be hearded back to Karnataka!Mobile…
670,670,Tu aata hai na cut karwane sale lukhhe https://t.co/NZRxTKhQt1
671,671,Yeah https://t.co/HCEYgAsUnX
672,672,Sachin dravid dada https://t.co/uxPV022Z5E
675,675,You https://t.co/f9aIVjftSm
677,677,Kisne bola be https://t.co/znIWP2DiWS
680,680,Abe bio padhne nahi ata kya https://t.co/Ysrck79AXs
681,681,To the core https://t.co/6fGubRJ0Ti
682,682,250 https://t.co/pYmIvFSIUh
684,684,Bhoomi https://t.co/6JKoZUVLQg
685,685,Main to jindagi se hara hua insaan hoon 🤪🤪 film kya cheez hai https://t.co/NeqUzAEmqF
687,687,I love him like anything https://t.co/pM05ovTFR6
690,690,2019 me inki sarkar petrol ki hi wajeh se jayegi https://t.co/Vanq2Wh1v8
691,691,Haan bhai. #ramazan mubarak https://t.co/WxaN354tqX
692,692,250 cr lifetime for sure #Race3 https://t.co/qQ8KTOasFX
693,693,Chalo guys start questioning using hashtag #AskPKRK
694,694,"Choreography of #Heeriye is really crap but song is chart buster. 
Nice tunes"
695,695,RT @BeingSalmanKhan: Posting #Heeriye song . pole lo . wat u think abt it ? #Race3 @SKFilmsOfficial @tipsofficial @meetbros @nehabhasin4u #…
696,696,Tu chup pe. Achha kachha pehen pehele saale john abraham ki copy https://t.co/EZeY64GU88
697,697,"Guys,
Are you interested in Q &amp; A with me for half an hour?
I am free now..

RT if you are interested and like if you are not 🤙🤙😀"
698,698,Welcome to my new 14 followers and goodbye to 2 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
699,699,"Do you keep password to your mobile ,WhatsApp? 😀😀"
700,700,Can you spend your day without #cellphone ?
701,701,Which first thing u do after waking up?
702,702,"Do you see your mobile right before you go to bed?
#cellphones"
703,703,"How many hours you spend on your mobile daily?
#cellphones"
704,704,"Hey guys,
Going to start some interesting polls related to addiction of mobiles. 
 
Do join it 🤙🤙"
705,705,"Bhai ekdum sahi baat..
#Ramazan mubarak https://t.co/5FSDzTUdFF"
706,706,"If i stand from all seats in india still i wont be able to win single seat 😝😝

This was a joke.  Dont dance u #2rsppl

 #FloorTest"
707,707,"Glad that Supreme Court ordered floor test. Its time for buybacks 😂😂😂

 #FloorTest"
708,708,Ok guys. Chill.  Jyada mat uchhlo https://t.co/mL7NyROS9I
709,709,"RT @IPL: Presenting to you Superman @ABdeVilliers17 

#RCBvSRH https://t.co/NYjUWpuwtT"
710,710,"10 Followed, 9 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
711,711,RT @Atheist_Krishna: Aam Aadmi Party in Karnataka. https://t.co/NM9s4mmdg0
712,712,"RT @theskindoctor13: Aam Aadmi Party in every election

#TSDComics https://t.co/jN6XYzteTH"
714,714,"Yaar Disha patni se acha to #ShilpaShinde ko same role de dete. She might have done more justice
😏😏
#Bharat"
715,715,"@Bharat_TheFilm guys follow this handle to get all latest news about #BharatTheFilm

@aliabbaszafar @BeingSalmanKhan 

#Bharat"
716,716,"Hahahaha. 
This is epic. #KarnatakaElection2018 https://t.co/zaheaUIHkV"
717,717,"Joke corner:-
#KarnatakaElection2018 #BSYeddyurappa 
*कवि* - कोशिश करने वालों की हार नही होती,

 *राहुल* *गांधी* -… https://t.co/fdZyZgNJhj"
718,718,RT @theabbasmustan: Superb trailer!👏🏼 @shirazwriter  @BeingSalmanKhan @RameshTaurani @thedeol @AnilKapoor @remodsouza @Asli_Jacqueline @Sha…
719,719,"Sorry गाइज़, i was very kachha aam in mathematics, so 46% think that #Race3Trailer is chutiyapa not 56% 
;-) https://t.co/A9t8d9bJDg"
720,720,"Everyone is very surprised to see oath taking ceremony of BJP in #karnataka 
Means full saam daam dand bhed by modi… https://t.co/pAO9N64Ltw"
721,721,"56% people think that #race3trailer is either average or chutiyapa. 
Correct ekdum https://t.co/X9hT3fqU7B"
723,723,@ashutosh83B Chup karo sir. Where is billo
724,724,"Cant believe,aamir khan giving same expressions in all vivo ads. And seriously, all ads r very boring
 #KXIPvsMI"
725,725,"Maaro bc

#MiVskxip
#KXIPvsMI"
727,727,Modiji failed to form sarkar in #karnataka and i think its good and very important as in democracy it’s extremely i… https://t.co/uEV9itHKbF
728,728,"Many chutiyas come to mumbai just to become fakeers by producing bad films.
Production is not everyone’s cup of tea."
729,729,@anik_asik Thanks bro
730,730,Last 24 Hours = 24 Followers and 6 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
731,731,Wow.  Development of bihar at its peak. https://t.co/dj4YniQpaw
732,732,"Bjp offering 100 cr to Mla ...wow...

From whom they get money?
Any guesses?

Its us, चूतिया"
733,733,"I am deeply saddened by the loss of lives by bridge collapse in #Varanasi

Bencho,bharat me jaan ki kimat kya sirf… https://t.co/RUSsQsVQDE"
734,734,"The best starcast for #Race3 would have been,

Instead of Sakib- Akshay Khanna
Daisy - Deepika
Bobby - Looks ok to… https://t.co/yggiW2UmHI"
736,736,"I personally didnt like the ..
You guys?

 #Race3Trailer"
737,737,Gained 12 followers and lost 10 (stats by https://t.co/ZIgtIQhsJR)
738,738,"I want to say,

Nobody can BEAT NARENDRA MODI ....

period !!!!!

#KarnatakaElection2018 
#KarnatakaVerdict"
739,739,RT @Shehzad_Ind: Election after election Rahul Gandhi loses yet the dynasty props him up!Does he deserve to even lead INC merely for being…
741,741,RT @Shehzad_Ind: After #KarnatakaVerdict those in lutyen's media that find moral victories in Rahul Gandhi's defeats ; that peddle fake new…
743,743,"Rahul ji, ko shayad abhi pata lag gaya hoga ki sirf chunav ke time mandir jane se public vote nahi deti hai..

Dil… https://t.co/rE77KXaGjn"
744,744,"This is strange.... why this guy kejriwal given CM post? 
Inki sach me koi aukaat nahi hai https://t.co/22YJMIIffX"
745,745,"Agar aaj ke baad bhi, Sonia ji Rahul gandhi ke PM banane ke sapne dekhegi, unko abhi bhi president bana ke rakhegi… https://t.co/S9Yb1Tq7wq"
746,746,"Maan gaye yaar modiJi ko,

Ye banda sabki gaali khayega, lekin khud ka confidence kabhi bhi girne nahi dega...
Salu… https://t.co/mehW8LaP2P"
747,747,"I want to SALUTE @narendramodi

Ji for his confidence . I have never seen such a leader in my life who can do anything.
#KarnatakaVerdict"
748,748,Bwhahaha ...true bhai jaan https://t.co/F710gHXBll
749,749,"Lots of love to my 8K followers...

Jyada timepass mat Karo chutiyon..
Kuch dhang ka kaam karo"
750,750,Badumbaaaaa .....😀😀😀 https://t.co/lidyCkSucm
751,751,Tera naam to Bata fake aadmi https://t.co/E7t90fGLcS
752,752,"My week on Twitter 🎉: 252 Mentions, 409 Mention Reach, 2.44K Likes, 275 Retweets, 228K Retweet Reach. See yours wit… https://t.co/uorSwhc9zy"
753,753,"My week on Twitter 🎉: 252 Mentions, 409 Mention Reach, 2.44K Likes, 275 Retweets, 228K Retweet Reach. See yours wit… https://t.co/AzJHoG3xsV"
754,754,Welcome to my new 16 followers and goodbye to 5 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
755,755,"RT @KapilMishra_IND: करना धरना कुछ नहीं
बस धरना करना हैं https://t.co/rk4htnin6l"
756,756,"RT @KapilMishra_IND: Elect a Joker
Expect a Circus https://t.co/WKyxzt2UwK"
757,757,"अभी ये मुख्यमंत्री है या ट्वीट मंत्री? बताओ...
@KapilMishra_IND

 https://t.co/KVgD7QQJMc"
758,758,"If honorable kejriwal ji reading this ,
सरकार काम से चलती है ट्वीट से नहीं https://t.co/k25tKPDuEr"
759,759,"RT @KapilMishra_IND: CCTV - क्यों गालियाँ बक रहे हैं Kejriwal

1. कैबिनेट से पास हुआ 131करोड़

2. पर टेंडर किया 571 करोड़ का 

3. LG ने कमे…"
762,762,Sir start with yourself first then baanto Gyaan 🙏🙏🙏 https://t.co/MY4AqiFzXK
763,763,"Our biggest fans this week: @TheOmkarSethi, @BeingWazir, @nasirzeck14. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/2wfvjlHEwH"
764,764,"I am going off Twitter right now...

Good bye tweetos 🙏🙏🙏🙏🙏 https://t.co/EPlDfLoBi5"
765,765,"10 Followed, 12 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
766,766,Bwahahhaaha.. jio @KapilMishra_IND ji https://t.co/hteFqWHbLZ
767,767,"Kejriwal ji ke bad ab Sachin ji ka review Dekh lo 😀😀😀

#102NotOut https://t.co/sXa4KuOsyA"
768,768,"#MothersDay
Happy mother's day to all the beautiful mom's all over the world.

Without you, the world is hell..

Thanks for everything."
769,769,"#DDvRCB
AB+ take a bow"
770,770,"#ExitPoll
Mark my words,
Congress is GONE in Karnataka"
771,771,8000nd  follower ko milega mast inaam 😀😀😀
772,772,Latest Stats = 14 Followers and 2 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
773,773,Lol lol lol https://t.co/I5LFIQmmNk
775,775,This could definitely a landmark film for @shahidkapoor and surely it's a great choice having Shahid on board. https://t.co/LOeX9YsQME
776,776,"Is this my Hindustan?

Fight between two groups over water in Maharashtra's #Aurangabaad"
777,777,"Now days stock markets are responding to BJP only..

Mark my words,
If @BJP4India wins #KarnatakaElections2018 then… https://t.co/ghD4rHcqKB"
778,778,"Bwahahhaaha.....
Can't stop laughing... Some people are just insane 😀😀😀

PS - Its a forward from Facebook https://t.co/aOPN0DjXeX"
779,779,"Good night laundo...

Happy Friday.... Jyada mat pio bc..."
780,780,Gained 21 followers and lost 7 (stats by https://t.co/ZIgtIQhsJR)
781,781,"RIP Himanshu Roy..

What's happening in our country .. sad 😫😫😫 https://t.co/2jl7IFtRD4"
783,783,@ArvindKejriwal Sir blame game ki konsi goli khate ho AAP? 😜😜
784,784,"RT @KapilMishra_IND: गधों को ऊँटो का रूप बहुत भाया हैं
ऊँटो ने गधो को अद्भुत गायक बताया हैं

इक ख़बर से खुशी मची हैं चमचों के बीच
केजरीवाल…"
785,785,"#Raazi is an EXCELLENT movie.

Alia is superstar in such a small age.
She is incredible.. 🙏🙏

Salute.."
786,786,"Modiji and Amit shah ji,
If you still won't suspend this rapist MLA #KuldeepSinghSengar 
Then SHAME ON YOU sir..… https://t.co/SHvqiBMtnQ"
787,787,"RT @jairamthakurbjp: Today is the 20th anniversary of #Pokhran2. India conducted multiple nuclear tests at Pokhran on May 11-13, 1998. Let’…"
788,788,"#Pokhran2
Today was one of the great day in Indian history when former Prime minister Shri Atal ji has successfully… https://t.co/cbiQUx4Rhf"
790,790,"Ishan Kishan yesterday, and Rishab Pant today. India perhaps  lost or ignored good choices for T20 wicketkeeper-batsmen."
791,791,"Ye kya hai bencho???

Subah subah aisi news Dete ho Twitter walo.... 🤔🤔 https://t.co/pnKteFwAcP"
792,792,"Good night chutiyon ki fauz....

I know u won't listen and keep on abusing...

Kuch dhang ka kaam hi Kar looo....

🙏🙏"
795,795,Last 24 Hours = 16 Followers and 9 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
796,796,Chup be lukhhe https://t.co/zQBKUTWBNy
797,797,RT @BeingSalmanKhan: Sach Batau . We were not ready with the #Race3Trailer . Is liye itne posters banaye . But Intezar ka fal meetha hota h…
798,798,"BREAKING :-
#Race3 trailer on 15th May ...
Mark the date 👍👍👍

Guess what?? It has MIND BOGGLING action 💪💪

#Race3 trailer"
