,Unnamed: 0,0
2700,2700,"26 Followed, 9 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2701,2701,"RT @samarmumbaikhan: 16 yr old boy Gagandeep, deaf and dump with Downs Syndrome is missing from Apna Bazaar, Andheri west. Plz help to trac…"
2702,2702,"#Padmaavat doing excellent business all over. 
Will cross mind blowing 80 cr over nett including paid previews.

Wh… https://t.co/AmNi5DIMCj"
2703,2703,"Good night guys... Sleep tight.
India me chutiyon ki koi kami nahi hai 😜😜😜👇👇 https://t.co/AaOyHXVslF"
2704,2704,"Congratulations to Team India for winning the last match.
BCCI must have asked RSA to loose this match 😜😜😜

#INDvSA"
2705,2705,Salo itni ijjat Meri... Kuch to Karo bado ki ijjat 😀😀 https://t.co/c8TT26VDZO
2706,2706,RT @lolbuddhu: Cheteshwar Pujara after every #IPLAuction https://t.co/IP5MUGDmmT
2707,2707,"What is my price if I put on an auction in #IPL2018 ? 😀😀
plz be honest guys.

#IPLAuction"
2708,2708,"RT @sush091979: Kejriwal Ji promised free “Paani” for the people of Delhi…
But now he is also giving free “mitti” and “chemicals” along wit…"
2709,2709,"So today sab garibo ko Kuch na kuch Paisa milega ... 

#IPLAuction 
#IPL2018"
2710,2710,"Today my follower count is 6162

Pata hai na Kya hai 6162 😜😜😜😜😀
If you don't know , ask to anyone of your THARKI friend 😀🙏"
2711,2711,"Good morning guys.
Read this carefully and understand.
Have a great weekend https://t.co/fMd5gaqDcb"
2712,2712,Gained 47 followers and lost 10 (stats by https://t.co/ZIgtIQhsJR)
2713,2713,"Doob maro be KL Rahul, Dhavan, Rohit, Pujara...
Look at how shami and Bhuvi are playing.

#IndvsSA 
#Shami"
2714,2714,"Why the hell this K L Rahul is being made hero?
Iski koi aukaat nahi Bhai.. don't take him next time.. I can play better than him

#INDvSA"
2715,2715,"RT @KapilMishra_IND: Happy #RepublicDay

जो चिल्ला रहे है, लोकतंत्र खतरे में हैं, मुसलमान को मारा जा रहा है। सब बर्बाद हो गया। 

मुंहतोड़ ज…"
2716,2716,"RT @KapilMishra_IND: नक्सलवादी दिल्ली की सत्ता के गलियारों तक आ चुके हैं। 

व्यवस्था परिवर्तन, ""स्वराज"" की बात करने वाले, सेना पर सवाल उठा…"
2717,2717,"RT @KapilMishra_IND: ""पहले उन्होंने हमारें घोटालें खोलें हम चुप रहे

फिर उन्होंने हमारे हवाला का सच बताया, हम चुप रहें

फिर उन्होंने हमारे…"
2718,2718,"So film #Padmaavat has become #Sadmaavat 😀😀😀

Collected 18 cr on day 1. Which is good considering the protests all over"
2719,2719,"Happy republic day to all my fellow Indians. Hope you all strive for the betterment of our own country.

Jai Hind… https://t.co/7t7anfSUc2"
2720,2720,"Chai bana do Bhai ek cup 😀😀
☕☕☕☕☕ https://t.co/IkJojqedF9"
2721,2721,"Good morning guys.

Anyone woke up so early??"
2722,2722,"41 Followed, 14 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2723,2723,Media ko kisiko expose karte dekha hai Lekin khud ko expose karne Wala pehele Baar dekh Raha Hoon wo bhi IIT passou… https://t.co/Zm8xX2dihW
2724,2724,"यार ये बन्दा चीफ मिनिस्टर है या बगदादी,
जैसे बगदादी छोटे बच्चों को उकसाता था वैसे ही ये आदमी उकसा रहा है।
भाई चुप न… https://t.co/FgWLelVtSt"
2725,2725,"People are getting mad over selfies.
Can anyone ever took ""SANDAS ME SELFI"" ? 😀😀😀🤔🤔"
2726,2726,This is really disgusting. This man came into light saying he don't want to do caste politics but ye to sabka baap… https://t.co/9pKMsNOsfF
2727,2727,"Do you support #KarniSena ?
#Padmavat #PadmaavatRow"
2728,2728,RT @imsamkumar: @KamalRKaan Wohi toh es @taran_adarsh ne JHMS ko bhi outstanding bol diya hoga 😂😂
2729,2729,RT @iamsrk: Goodbye Davos. Thanks Prof. &amp; Mrs. Schwab for the Crystal award. To all  wonderful people  at Davos for being so gracious and l…
2730,2730,"Film kitni bhi buri ho , apne Taran adarsh Bhai sahab ko OUTSTANDING hi lagti hai 😀😀😀😀
It's a crap film FROM SLB
#PadmaavatRow"
2731,2731,Finding this true then time though this guy speaks utter CHUTIYAPA Everytime https://t.co/0SZ87lL5bg
2732,2732,"As I said earlier, this CM Khattar sahab is surely incompetent..
He can't save people from Rapes , he can't save ev… https://t.co/nUdLpYQJlS"
2735,2735,"It's utter failure of govt by not letting #Padmavaat run in theatres.. 

Modiji , will you do anything"
2736,2736,RT @Smarty56477548: @KamalRKaan 100 chutye mare the tab jake upar wale ne isko bejha tha unki kami puri karne ke liye
2737,2737,"Good morning guys.
So many BJP ruled states have banned #Padmavaat despite warning from supreme Court.

I think , S… https://t.co/fqmCze1b6U"
2739,2739,"53 Followed, 11 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2740,2740,RT @RiaRevealed: @WeSupportHina @KamalRKaan @eyehinakhan Lol.. Krk is certainly more famous then hyena khan plz
2741,2741,😀😀😀 https://t.co/scdJB1erYg
2742,2742,"Do you really think @hardikpandya7 is good for test?
What a chutiyaa shot..
Bhai this is not T20 , this is test.

S… https://t.co/tRNNIRmtog"
2743,2743,Sorry lungi got kohli 😀😀😀 https://t.co/9bmnz6ftek
2745,2745,"Ek din Marne ki baat Kya bol di, everyone is giving suggestions.
Sala jaan ki koi value hi nahi hai https://t.co/Zj5lXcb66B"
2747,2747,"Agar petrol ki price Kam nahi ki gayi to main petrol pikar apni jaan de doonga 
😐😐😐😐😐"
2749,2749,"वाह , 7 लाख का अप्रूवल और लालू जी ने निकाले 33 करोड़ वो भी तब जब करोड़ ये शब्द शायद ही कोई सुनता था,
सिर्फ जेल देने… https://t.co/KEzYT7MmTM"
2750,2750,"Hey Future never becoming prime minister,

You should keep your mouth shut when your prime minister is on extremely… https://t.co/0RkE3jFzRa"
2751,2751,So this is proved that @ArvindKejriwal don't have aukaad to give interview to Arnab https://t.co/GO5FdMufYO
2752,2752,"Good morning.

Love to this half century and hate to these 15 odd ducks 😀😀😀😀 https://t.co/p8CepsHsd0"
2753,2753,Gained 50 followers and lost 15 (stats by https://t.co/ZIgtIQhsJR)
2754,2754,"Petrol is used by common man sir.
When you talk about ease of doing business, you should also focus on ease of buyi… https://t.co/IaDJycYnfz"
2756,2756,"@ms290970 Chatukaar chhod do, tell me did I say anything wrong ?"
2757,2757,"People asking why #ShilpaShinde can't meet Hina. Are Bhai, why a winner would like to meet a looser?

Shilpa is a star now.. period"
2759,2759,Changing India in 3 years is over confidence but every time comparing 67 years with 3 years is utter CHUTIYAPA by C… https://t.co/GpRWK98NBX
2760,2760,"RT @taran_adarsh: #OneWordReview...
#Padmaavat: O-U-T-S-T-A-N-D-I-N-G.
It's a MASTERPIECE. 
Rating:- ⭐️⭐️⭐️⭐️½
Detailed review follows."
2761,2761,"I feel Renuka Shahane is right,
Instead of protesting against #Padmaavat where Rani Padmavati is allegedly shown in… https://t.co/B7DNOnx4WU"
2762,2762,"Sir for your kind information,
This is not because of last 3 years only , this is because your contribution to thes… https://t.co/TA4OQ51X7U"
2764,2764,Wow...you are listening to PM modi? https://t.co/7btigOqk6X
2765,2765,"अबे इतनी गन्दी शकल, इतनी गन्दी शकल से पैदा कैसे हो गया तू 😝😝😝 https://t.co/zjGOhTG0Xt"
2766,2766,"#KarniSena want to know your location sir 😜😜😜😜😜

#Padmaavat https://t.co/K3IqGhkdKX"
2767,2767,रोज महात्मा गांधी जी के शब्द रिट्वीट करने वाले @ArvindKejriwal जी के पार्टी वाले विधानसभा सदन में हिंसा करते है और… https://t.co/nqepMhHeYD
2769,2769,"RT @KapilMishra_IND: जिस तरह धूर्त दुर्योधन से बचकर यदुनन्दन आए थे

जिस तरह शिवाजी ने मुग़लों के पहरेदार छकाए थे 

उसी तरह यह तोड़ पींजरा…"
2770,2770,"RT @KapilMishra_IND: छाप तिलक सब छीन लिए :) 

Here @washingtonpost talking about Modi impact on Trump https://t.co/1P5ToyeYD6"
2771,2771,"RT @KapilMishra_IND: Thank you @awasthis ji

some senior journalists told me in person but today you said it Live on @News18India #HTP

AAP…"
2772,2772,"RT @KapilMishra_IND: Exposed - if Kapil Mishra on any TV debate, AAP will boycott that debate.

After this video, AAP official spokesperson…"
2773,2773,As being told #KarniSena will watch #Padmaavat uncensored version and the version which will be shown in theaters b… https://t.co/0gn8UhzeIr
2774,2774,"Our biggest fans this week: @AmiShilpaShinde, @shashipathak15, @Neera_26. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/NbNM7cPMr5"
2775,2775,"Bhai 5 din me #Sensex 35000 se 36000 pahuch Gaya..
Kya ho Raha hai Modi yug me?
Where is economist MMS ji?"
2776,2776,"#Sensex is growing every day.
This means lots of FII are investing in India.
Lekin ye Investment ja kaha rahi hai Bhai ? 😌"
2777,2777,"RT @timesofindia: #Sensex breaches 36,000 mark with 206 points jump at 36,004; #Nifty soars to new high of 11,000 https://t.co/qSRdO4tp5V"
2778,2778,"Sab log #Davos Jake aise selfies le rahe hai jaise pic nic par aye ho..

Abe ye hamara paisa hai ....fokat ka nahi"
2780,2780,"This guy won't change... Always negative.
Why did I see his Taklu face, Mera din kharab jayega 😫😫😫 https://t.co/xDKhIUNoRX"
2781,2781,Last 24 Hours = 40 Followers and 12 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
2783,2783,RT @HISTORYTV18: What really happened behind the scenes as Indian Army strike teams crossed the Line of Control to destroy terrorist launch…
2784,2784,"Are you watching history tv surgical strikes telecast? 
Feels great

#SurgicalStrikes"
2785,2785,"WTH, petrol is 80 RS per litre .
Modiji aur kitna khoon choosoge yaar? 

😫😫😫"
2786,2786,What a wahiyaat trailer. Karan knew this is crap so he tried acting and asked Bhagnani sir to lootao his hard earne… https://t.co/zKcYY1QGa8
2788,2788,"This is the best chance for @ArvindKejriwal to prove himself clean.

If he is right, he will appeal in the supreme… https://t.co/eZz8teuVIF"
2789,2789,"#BajrangiBhaijaan will do 1000 crore business in #China for sure.
Mark my words.
If #SecretSuperstar can work then #BB will definitely work."
2790,2790,क्या केजरीवाल जी अर्णब को इंटरव्यू देने के औकात रखते है?
2792,2792,"I wonder what challenge kejriwal can post to Modi? 
Modi is in public domain since 40 years, this Kejri didn't even… https://t.co/6jzOXjKVmd"
2793,2793,"Hope Arvind kejriwal won't ask proof to @HISTORYTV18 channel for
#SurgicalStrikes"
2794,2794,"Na main Modi bhakt Hoon , na aaptard , na Congressi chaaploos , na leftist ..
I am myself, neutral on all fronts.

Good morning all 🙏🙏🙏"
2795,2795,Welcome to my new 38 followers and goodbye to 16 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
2796,2796,"RT @bhairavigoswami: Trailer of India's Surgical strike - 2 min.👇 
Full telecast on 22 Jan at 9 pm on History channel https://t.co/FkJVvJw4…"
2797,2797,"Good night guys.

My deepest sympathy to @ArvindKejriwal and aam aadmi party workers who got very tight slap and wo… https://t.co/z5ITef8T3v"
2800,2800,"Congress mukt means congress itself  should be mukt from congress mindset.

That's called an answer. Damn great spe… https://t.co/RjMqLfODQr"
2801,2801,"@ss9876543210ss Abe chutiye, go and read news... 
Election commission has given 2.5 years to aap each MLA, none of… https://t.co/xjZaIaOdyt"
2802,2802,"@ArvindKejriwal Sir these words doesn't support you at all except ""Tunhari koi aukaat nahi Hai"" stands true to you and your entire party"
2803,2803,"अभी आम आदमी पार्टी लगातार माह महिम राष्ट्रपति जी को बीजेपी का एजेंट बोल रही है,
अभी ये दलितों का अपमान नहीं है केजरिवाल जी के लिए?"
2804,2804,RT @ippatel: आम आदमी पार्टी द्वारा माननीय राष्ट्रपति जी को एजेंट कहना उनका सरासर अपमान है। बाबा साहब के संविधान के बाद AAP लगातार अनुसूचित…
2805,2805,"HONEST OPENION :

Is decision of honorable president to disqualify 20 AAP MLAs of Delhi Assembly is correct?"
2806,2806,"Every aap leader must understand getting the majority was tukka but that lead to immense arrogance in Arvind kejriwal

#लड़ेंगे_जीतेंगे"
2808,2808,"I hope our cleanest politician Arvind kejriwal won't ask degree of honorable President Kovind ji 😜😜😜

#लड़ेंगे_जीतेंगे"
2809,2809,"The current thumps up ad is such crap that even kids find it annoying.
How can Ranveer agree to do such faltu ads"
2810,2810,True that https://t.co/SpOitMzimV
2812,2812,RT @ippatel: I request @DelhiPolice &amp; @HMOIndia to provide me security urgent.
2814,2814,"I wonder how can Kejriwal saying they didn't get time or they haven't been heard.
Are Bhai, EC has listened to you… https://t.co/int0bc7V8d"
2815,2815,"RT @KapilMishra_IND: बाबा साहेब भीमराव अंबेडकर जी के बनाये संविधान की ताकत क्या है ये आज @ArvindKejriwal को समझ आ गया होगा। 

इस देश मे का…"
2817,2817,"#TigerZindaHai shown big growth again on Saturday.
Soared by almost 65% , collected approx 1.25 crores.
Total colle… https://t.co/tNLE0w0AqT"
2818,2818,"How can this Alka lamba is so dumb , which court can reverse order of honorable president?

20 AAP MLAs of Delhi Assembly"
2819,2819,"Kejriwal thought he can fool people behind the burqa of Saaf Raajneeti,
Bhai ji, you are no longer clean, you r per… https://t.co/miNZcyTYEE"
2820,2820,"Hey dear kejriwal,
Jaya bachhan had to loose it's post for office of profit. To tum Kon ho sir?

20 AAP MLAs of Delhi Assembly"
2821,2821,"How can aam aadmi party saying it's unconstitutional?
Are you abusing honorable Maha mahim president?

20 AAP MLAs of Delhi Assembly"
2822,2822,"This is victory of Indian Constitution &amp; people of Bharat.
20 AAP MLAs of Delhi Assembly"
2823,2823,"Welcome to the biggest TV star and most loved Bhabhi ji of television, Bigg boss winner Shilpa ji.. Wish you all th… https://t.co/2nLfwCMuwc"
2824,2824,"Best answers from legend @luvsalimkhan but this anchor is extremely racist. 
She is forcing Salim sahab to speak ag… https://t.co/kjdJUvpZRd"
2826,2826,"Saddened by the news of Bawana fire. Very unfortunate that both the parties playing politics over deaths. 
Don't ch… https://t.co/5iCegy03qj"
2827,2827,Gained 46 followers and lost 23 (stats by https://t.co/ZIgtIQhsJR)
2828,2828,"Chalo so Jao ..

Good night laundo and laundiyon..

I love you all..😀😀"
2831,2831,"One of the best scene shot in Indian cinema
#BajrangiBhaijaan
@BeingSalmanKhan @kabirkhankk https://t.co/ZH4uy05uA8"
2832,2832,"Who chutiyaa say Salman Bhai can't act?
#BajrangiBhaijaan https://t.co/6GbcJv5xJx"
2833,2833,Today prerna Arora of #KriArj has become so confident that she can take on Dharma as well as YRF
2834,2834,"Come on guys,
Don't pakaao me with continually asking questions on #ShilpaShinde"
2835,2835,"#JioFilmfareAwards
Guys, are you really disappointed with no nomination to #TigerZindaHai ?

@BeingSalmanKhan @aliabbaszafar"
2836,2836,"I am really disappointed seeing NO NOMINATIONS for blockbuster #TigerZindaHai 
Bhai ne paise nahi diye shayad? Bhai… https://t.co/13mrN2VBgR"
2837,2837,"Congratulation Indian Cricket team by defeating pakistan and clinching the world cup. 
Hey pakistan, don't try to m… https://t.co/Ztqwg39hbi"
2838,2838,"Go watch #BajrangiBhaijaan now..
If you want to change your life"
2839,2839,"Akki had become a star for Bhansali.
He knew #Padman can become flop against #Padmaavat 

He is so clever"
2840,2840,Anyone watching #BajrangiBhaijaan on star gold?
2841,2841,"Aaj raat kisiki keh ke loonga 😀😀

Wait and watch"
2842,2842,Many people who commit suicide are those who get too much money in small time and then they don't understand how to… https://t.co/dUihEsGDoI
2843,2843,"I don't think #KarniSena can ukhaad anything now.

#Padmaavat gonna score century over the weekend and will make history."
2844,2844,"Good morning guys.

I am late today. How are you doing?
Pet saaf ho Gaya ? 😀😀😀"
2845,2845,"87 Followed, 28 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2846,2846,Wow so public thinks @BeingSalmanKhan should have got filmfare award for #Terenaam than Hritik. I agree with people… https://t.co/pt7sQtM6dx
2847,2847,"Good night guys.

Today everyone must bash Arvind kejriwal for using his position to give his MLA's office of profi… https://t.co/cPuBDd8NJp"
2849,2849,"What's remaining for kejriwal.. 

#केजरीवाल_नहीं_झुकेगा"
2850,2850,"Good job by Akki by postponing #Padman but unfortunately Sid will have another flop added to his tally 😜😜
#Aiyaary"
2851,2851,"#Padmaavat will surely do at least 250 cr nett business at the box office.
But all state police should do their job best to protect theatres"
2852,2852,"The luckiest of all among #Padmaavat #padman #Aiyaary is #TigerZindaHai
It has got another 2 weeks open.

What a lu… https://t.co/XgLIrVEySS"
2853,2853,"#Ayaari ka naseeb pehle se hi gandoo tha.. 😀😀

Now #Padman postpone to 9th Feb..
😀😀"
2856,2856,"@ArvindKejriwal
Should know this results way earlier 😜😜😀😀
#AAPOfficeOfProfit https://t.co/JOj3QbOcid"
2857,2857,"This is Karma of kejriwal. He used to think whatever he does is correct and rest is wrong. 
Bhai ji, Sahi to hamesh… https://t.co/FYlummjYjm"
2858,2858,"So 20 AAP MLA's going to get suspended and new elections will happen. If Kejriwal ji is right , why can't he appeal… https://t.co/Oe675tZ70T"
2860,2860,"Dignity is born with you, 
Can't be bought with money..

- Me 🙏😀"
2861,2861,"No Khan has visited dinner/lunch hosted by Israel prime minister.

Why? You should have visited guys... After all y… https://t.co/HlD9pskBze"
2862,2862,"Khattar sahab, 
You should resign if you have some love for the people of haryana...

People are getting raped, kil… https://t.co/9tUcTEsnZ6"
2863,2863,"BREAKING :-

#BajrangiBhaijaan got clearance from Chinese CFBC board,
Going to release in China on March 2nd 2018 👍… https://t.co/rumVhsRm23"
2864,2864,"RT @UFOmaker01: @GandhiWisdom @ArvindKejriwal Houses constructed under Pradhan Mantri Awas Yojana . 
This is in Chattisgarh. 
This is how M…"
2865,2865,"If this is the case then everyone must Support @narendramodi 
#PMAY https://t.co/xZoHaHvgUB"
2866,2866,"Good morning guys.
See this reality of #BiggBoss 😜😜😀 https://t.co/T8RoI2pMJL"
2867,2867,"Hamare jaitely ji, har month GST ke rate change Kar rahe hai.. 

Did govt really did preparation before launching #GST?

#GSTCouncilMeet"
2868,2868,Disaster in the making https://t.co/CFP3ZidDhh
2869,2869,RT @mat_jane_de_yar: #GSTCouncilMeet Jaitely himself is confused 😂😂 this lawyer is fail to understand mathematical calculations that's why…
2871,2871,"I always had this question in my mind. 
Don't you think filmfare best actor award should have gone to… https://t.co/T7rnsq9c8A"
2872,2872,"#Padmavat 
😀😀😀😜😜👇👇 https://t.co/FyiEpdLYQy"
2873,2873,"Kejriwal ji, khud hi hospital me inspection ke liye jate hai aur khud hi khud ko achha batake wapas Aa jate hai..… https://t.co/aBLhd6c8L3"
2874,2874,"I don't tweet for RT ok guys?

M not lukhha , I don't have time, but still I keep some time for me to drink my Holland milk 😀😀😀"
2876,2876,"Well done supreme Court by squashing ban on #PADMAAVAT 

States shdnt be coward, it's there responsibility to prote… https://t.co/CQdQuSDYxI"
2877,2877,"Modiji,
You said na khaunga , na khane doonga,

Now this minister Vijay goel is doing he same.. isnt it?
Ye hamara paisa hai sir..."
2878,2878,"Guys do you agree that darling of masses #shilpa shinde should have been a part of 
👉👉👉
#DabbooRatnaniCalendar2018 👈👈 ?
RT if you agree"
2879,2879,"Abhishek Bachchan can OOD in only  calendar not in real life 😜😜😜

#DabbooRatnaniCalendar2018"
2880,2880,"कहाँ राजा भोज, कहाँ गंगू तेली

#Pandya 
#kapildev"
2881,2881,Love to these 74 and kick to these 41 lukkhas https://t.co/8hyoprxdEm
2882,2882,"How can Hardik Pandya is compared with Legend Kapil Dev?
Pandya ne abtak kiya hi Kya hai?

It's a sham if we are co… https://t.co/TrcN3m7sdf"
2883,2883,"Vikas Gupta was looking full time ""chutiyaa"" at this calendar event.

RT if you agree and like if you don't.

#DabbooRatnaniCalendar2018"
2884,2884,"Where is Salman Bhai? I can't see him since last 2,3 years in dabboo's calendar? 

#DabbooRatnaniCalendar2018"
2885,2885,RT @grewalinder321: @KamalRKaan 👍🏻👍🏻👍🏻ek din fir 5 million honge ..👍🏻👍🏻..fir j dunia bolegi KRK toh sch mye kmaal ka launda haii 😉
2886,2886,Welcome to my new 74 followers and goodbye to 41 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
2887,2887,"Good night guys...

Keep doing the good work always"
2888,2888,"Salman Khan didn't give #Race3 to Abbas Mustan cos they made disaster #machine ,
Then Remo also made flop #TheFlyingJatt 

So why Remo Bhai?"
2891,2891,"देखा लुंगी का कमाल 😀😀😀

#ViratKohli 
#TeamIndia 
#INDvSA"
2892,2892,"As always, Indian team is lion at home and nevla at overseas..

#INDvSA"
2893,2893,"Congratulations @imVkohli 😀😀😀

Bhai ji, isiliye Shaadi nahi karte log 😜😜

#INDvSA"
2894,2894,Lukhha critics still giving 4* to crap films and making fool of themselves...
2895,2895,BREAKING :- #Shilpa has stopped cooking after #bb11 😀😀
2897,2897,"Ye lo FLOP ki dukan ki agli peshkash 😀😀😀😜😀

#Babablackship https://t.co/rbckOjsmxM"
2898,2898,"Happy birthday Ramesh Taurani.

Wishing him all the luck for #Race3"
2899,2899,"Pakistan PM calling terrorist #HafeezSaeed ""Sahab""

Bhai ji, politics ke liye khud ke Desh ko itna bhi mat girao..… https://t.co/eIYEOUyCj7"
2900,2900,"Aur kitne porn star aane hai India bhagwaan hi janta hai 

#godsexandTruth"
2901,2901,"Had I been a CM or PM, i would have given capital punishment to every rapist despite of his age...

#4Days8RapesInHaryana"
2902,2902,"Glad that Anushka Sharma did #NH10 it shows what's happening in haryana ... 
CM khattar ji must see that movie..

#4Days8RapesInHaryana"
2903,2903,"How a CM remain silent when rapes are happening in this state?
Modiji is busy with Israel and khattar ji is busy wi… https://t.co/iIfOHKRAQz"
2905,2905,"Yaar Baby Moshe , you are a born star..

Come to Bollywood"
2906,2906,"Happy birthday to rising flop star Sid... 😀😀

#HappyBirthdaySidharthMalhotra"
2907,2907,Good morning guys https://t.co/itMGzKkxQR
2908,2908,"54 Followed, 38 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
2909,2909,"I know biggboss is over and ppl started unfollowing me.

That's ok guys..

But remember, I have done the publicity… https://t.co/ssCaeuMRXg"
2910,2910,"Good night laudo..

Sorry laundo 😀😀

Have a peaceful night"
2911,2911,"M watching this SANDAS movie.

Amy guesses? https://t.co/nZYDarQGay"
2912,2912,"What a disgusting play by India today in South Africa..

Hence proved ,  We are शेर in our own soil and chutiyaa on… https://t.co/mK701skVUd"
2913,2913,"ये फोल्लोवेर्स मेरे है और मैं इन का, जयकांत शिकरे 😝😝😝"
2914,2914,"Don't know why,
I am feeling #Bharat will be another #Tubelight from Salman Bhai"
2915,2915,"Chup be chutiye..
Mere sandas me BHI AC hai https://t.co/KcrzCSdufv"
2916,2916,I hate this Dubai for it's temperature. Sala 24 ghante AC me rehna padta
2918,2918,"Hi guys,

How r u?"
2920,2920,"#Shilpa said , he won't want to meet Hina ever. That's called a slap.
Waise bhi hina is on loosing curve.

#BiggBoss11Finale 
#bb11"
2921,2921,"#PravinTogadiya has been working for Hindus since long.
He is d one who is forcing to build RAM mandir in ayodhya.… https://t.co/RxIgPgancS"
2922,2922,"RT @Bollyhungama: Who would be the BEST choice to play @BeingSalmanKhan's father in #Bharat? 
@aliabbaszafar answers #AliKaHungama https://…"
2923,2923,"RT @mystery0725: Ali:  ""We have just locked the script.""
#SalmanKhan's look from #MainePyaarKiya  will be recreated for #Bharat https://t.c…"
2924,2924,These media folks are such chutiyaa that they don't have any proofs but still Talk ok danke ki chot...
2925,2925,"I hope we have had TAANASHAH like Kim Jong Yun... 😀

Maja aa jata Sach me 😀😀😀😜😜"
2927,2927,"Aajkal @ArvindKejriwal is not uttering a word against prime minister Modi.
Kya ho Gaya sir? We miss your abuses as well as reviews 😜😜"
2928,2928,"Salman is now a real badshah and king of BOLLYWOOD after #TigerZindaHai

Srk's #Zero has to do minimum 250 cr busin… https://t.co/wtEXFhlCu6"
2929,2929,"Dear Modiji,

India is unfortunately becoming rape destination.
Why cant u fight for a law where a rapist be given… https://t.co/VFPpTreZpQ"
2930,2930,"Modiji, ko Kuch suggestion dene wale tweets ja hi nahi rahe hai?
Kyon Bhai"
2931,2931,"10000 rakka Sach baat...
Sab chhalawa hai sir ji.. https://t.co/6VvjA1Dk9l"
2932,2932,"Good morning guys.

Will teach some lessions today on how to earn money doing nothing, only to my fans... 😜

Get ready for the tips 😀😀😀"
2933,2933,Gained 48 followers and lost 77 (stats by https://t.co/ZIgtIQhsJR)
2934,2934,"What's happening to the security situation in India Modiji?
#PravinTogadia"
2936,2936,Bhai tu kab gayab hoga? https://t.co/0AK7UDA1cz
2939,2939,"Modiji,

You should bring prices of petroleum products otherwise this can harm your tally of seats in 2019 LS elect… https://t.co/XrRjUNBni6"
2940,2940,"Hey #Shilpa fans,

Kya kar rahe ho? Kuch kaam Kar lo yaar aaj Kam se Kam 😜😜😜😜"
2942,2942,"On fans demand :- POLL

Who is more popular among these two?

#BiggBoss11Winner"
2943,2943,"Shilpa defeated Hina by more than 5 million votes which is a record in the history of #BiggBoss11 

Amazing"
2944,2944,"Do you want #Shilpa to join #BGPH
again?"
2945,2945,How sweet https://t.co/BxlblBKvyW
2946,2946,"So Pulkit considering himself bigger star than tiger, etc

Mere Bhai, #FukreyReturns was a big tukka and be on grou… https://t.co/tC8TVCWnjR"
2948,2948,"I think, #ShilpaShinde fans need SLEEP of at least 3 full days.

It a voting aur tweeting Jo kiya..

#BiggBoss11 
#BiggBoss11Finale"
2949,2949,"Modiji, 
Makar sankranti ke din kisano ke liye kuch karo...kisaan marte ja rahe hai aur aap scheme pe scheme late ja rahe hai"
2950,2950,"Many #2rs ppl started unfollowing me post #Shilpa win.

Are , namak haramiyon, kaam nikal gaya to bhool Gaye?

Waah..

#bb11"
2952,2952,"RT @palshetkarsagar: Yayyyyyyy Shilpa is the winner 🍾
 Humari shilpians ki mehnat rang laayi 👻

Shilpa Shinde For The Winner

And yeah #Tha…"
2954,2954,"RT @uaeash: #ThanksParodyKRK
Thank u krk 💖"
2955,2955,RT @gurchar90363727: Yees Shilpa is the Winer      Because.     Sahi pakden hein.                                     #ShilpaShinde…
2957,2957,"Good morning guys.

So let's be busy on #Padmavat controversy 😀😀

Hey, Shilpa fans, what are you up to?"
2958,2958,RT @timesofindia: One UN vote can't change dynamics of our relations with India: Israel PM Netanyahu https://t.co/Do32DfHjKH https://t.co/x…
2959,2959,Latest Stats = 88 Followers and 27 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
2960,2960,"I will NOT Support any contestant in #BiggBoss  ever,

As I could see #Shilpa fans not at all  trending… https://t.co/AJo4YIHeA5"
2961,2961,"RT @atulnainawat: #ShilpaShinde 
#ThanksParodyKRK"
2962,2962,"RT @kirankidzy: Yayyyyyyy Shilpa is the winner 🍾
 Humari shilpians ki mehnat rang laayi 👻

Shilpa Shinde For The Winner

And yeah #ThanksPa…"
2963,2963,"Now it's time to trend

#ThanksParodyKRK

keep your promise..

#BiggBoss11 
#BiggBoss11Winner 
#bb11
#WeekendKaVaar"
2965,2965,"I really love the way #hina given salute namaskar to #bb11 house

#BiggBoss11"
2966,2966,"Guys, vote for only #SHILPA 

VOTE NOW

#bb11 
#BiggBoss11 
#BiggBoss11Winner to"
2967,2967,"Guys , you r spott on..

Love u
#bb11 #BB11Finale https://t.co/Mtfago7TyQ"
2968,2968,"Glad that HARAMI LOOKING #VIKAS
is not in top 2.

#BiggBoss11 
#bb11 
#BiggBoss11Winner"
2969,2969,"Kiska statue FOOTEGA?

#bb11
#BigBoss11 
#BiggBossFinale"
2970,2970,"Bosdk, aaj to gaali mat de..

#bb11 https://t.co/HQ2Z92oqGR"
2971,2971,"Why this extremely boring and irritating Dhinchak Pooja came to #bb11 ?

#BiggBoss11"
2972,2972,"REMINDER:-

If #shilpa wins #bb11 then you all will trend
#ThanksParodyKRK

#BiggBoss11Winner 
#BiggBoss11 
#WeekendKaVaar"
